Date,Open,High,Low,Close
1980-07-02,663.5,663.5,663.5,663.5
1980-07-03,663.5,663.5,663.5,663.5
1980-07-06,667.5,667.5,667.5,667.5
1980-07-07,687.5,687.5,687.5,687.5
1980-07-08,671.0,671.0,671.0,671.0
1980-07-09,656.5,656.5,656.5,656.5
1980-07-10,666.7,666.7,666.7,666.7
1980-07-13,650.0,650.0,650.0,650.0
1980-07-14,619.5,619.5,619.5,619.5
1980-07-15,624.75,624.75,624.75,624.75
1980-07-16,627.25,627.25,627.25,627.25
1980-07-17,606.0,606.0,606.0,606.0
1980-07-20,617.5,617.5,617.5,617.5
1980-07-21,613.0,613.0,613.0,613.0
1980-07-22,631.25,631.25,631.25,631.25
1980-07-23,643.0,643.0,643.0,643.0
1980-07-24,651.75,651.75,651.75,651.75
1980-07-27,643.5,643.5,643.5,643.5
1980-07-28,646.75,646.75,646.75,646.75
1980-07-29,629.0,629.0,629.0,629.0
1980-07-30,614.25,614.25,614.25,614.25
1980-07-31,622.0,622.0,622.0,622.0
1980-08-03,630.75,630.75,630.75,630.75
1980-08-04,630.5,630.5,630.5,630.5
1980-08-05,627.75,627.75,627.75,627.75
1980-08-06,629.5,629.5,629.5,629.5
1980-08-07,630.0,630.0,630.0,630.0
1980-08-10,617.0,617.0,617.0,617.0
1980-08-11,605.0,605.0,605.0,605.0
1980-08-12,615.25,615.25,615.25,615.25
1980-08-13,626.0,626.0,626.0,626.0
1980-08-14,624.5,624.5,624.5,624.5
1980-08-17,612.5,612.5,612.5,612.5
1980-08-18,624.0,624.0,624.0,624.0
1980-08-19,634.75,634.75,634.75,634.75
1980-08-20,645.25,645.25,645.25,645.25
1980-08-21,639.2,639.2,639.2,639.2
1980-08-24,634.75,634.75,634.75,634.75
1980-08-25,628.85,628.85,628.85,628.85
1980-08-26,633.85,633.85,633.85,633.85
1980-08-27,635.3,635.3,635.3,635.3
1980-08-28,631.25,631.25,631.25,631.25
1980-08-31,631.25,631.25,631.25,631.25
1980-09-01,640.0,640.0,640.0,640.0
1980-09-02,636.75,636.75,636.75,636.75
1980-09-03,647.25,647.25,647.25,647.25
1980-09-04,651.0,651.0,651.0,651.0
1980-09-07,672.0,672.0,672.0,672.0
1980-09-08,670.5,670.5,670.5,670.5
1980-09-09,686.5,686.5,686.5,686.5
1980-09-10,674.0,674.0,674.0,674.0
1980-09-11,685.5,685.5,685.5,685.5
1980-09-14,666.5,666.5,666.5,666.5
1980-09-15,668.0,668.0,668.0,668.0
1980-09-16,673.0,673.0,673.0,673.0
1980-09-17,672.25,672.25,672.25,672.25
1980-09-18,674.0,674.0,674.0,674.0
1980-09-21,710.0,710.0,710.0,710.0
1980-09-22,711.0,711.0,711.0,711.0
1980-09-23,710.5,710.5,710.5,710.5
1980-09-24,697.75,697.75,697.75,697.75
1980-09-25,698.25,698.25,698.25,698.25
1980-09-28,679.25,679.25,679.25,679.25
1980-09-29,666.75,666.75,666.75,666.75
1980-09-30,682.0,682.0,682.0,682.0
1980-10-01,665.75,665.75,665.75,665.75
1980-10-02,660.5,660.5,660.5,660.5
1980-10-05,675.8,675.8,675.8,675.8
1980-10-06,678.15,678.15,678.15,678.15
1980-10-07,677.0,677.0,677.0,677.0
1980-10-08,690.0,690.0,690.0,690.0
1980-10-09,685.25,685.25,685.25,685.25
1980-10-12,685.25,685.25,685.25,685.25
1980-10-13,668.5,668.5,668.5,668.5
1980-10-14,678.3,678.3,678.3,678.3
1980-10-15,674.0,674.0,674.0,674.0
1980-10-16,670.5,670.5,670.5,670.5
1980-10-19,657.0,657.0,657.0,657.0
1980-10-20,652.5,652.5,652.5,652.5
1980-10-21,660.0,660.0,660.0,660.0
1980-10-22,634.5,634.5,634.5,634.5
1980-10-23,633.0,633.0,633.0,633.0
1980-10-26,637.25,637.25,637.25,637.25
1980-10-27,631.75,631.75,631.75,631.75
1980-10-28,644.0,644.0,644.0,644.0
1980-10-29,642.8,642.8,642.8,642.8
1980-10-30,629.0,629.0,629.0,629.0
1980-11-02,640.5,640.5,640.5,640.5
1980-11-03,640.5,640.5,640.5,640.5
1980-11-04,652.0,652.0,652.0,652.0
1980-11-05,632.0,632.0,632.0,632.0
1980-11-06,596.0,596.0,596.0,596.0
1980-11-09,612.8,612.8,612.8,612.8
1980-11-10,598.5,598.5,598.5,598.5
1980-11-11,619.5,619.5,619.5,619.5
1980-11-12,622.0,622.0,622.0,622.0
1980-11-13,612.5,612.5,612.5,612.5
1980-11-16,611.75,611.75,611.75,611.75
1980-11-17,619.0,619.0,619.0,619.0
1980-11-18,629.75,629.75,629.75,629.75
1980-11-19,630.5,630.5,630.5,630.5
1980-11-20,634.75,634.75,634.75,634.75
1980-11-23,631.0,631.0,631.0,631.0
1980-11-24,616.35,616.35,616.35,616.35
1980-11-25,623.0,623.0,623.0,623.0
1980-11-26,623.0,623.0,623.0,623.0
1980-11-27,623.0,623.0,623.0,623.0
1980-11-30,635.3,635.3,635.3,635.3
1980-12-01,627.0,627.0,627.0,627.0
1980-12-02,627.5,627.5,627.5,627.5
1980-12-03,631.5,631.5,631.5,631.5
1980-12-04,617.0,617.0,617.0,617.0
1980-12-07,617.25,617.25,617.25,617.25
1980-12-08,604.0,604.0,604.0,604.0
1980-12-09,579.0,579.0,579.0,579.0
1980-12-10,558.0,558.0,558.0,558.0
1980-12-11,562.75,562.75,562.75,562.75
1980-12-14,579.3,579.3,579.3,579.3
1980-12-15,561.0,561.0,561.0,561.0
1980-12-16,575.75,575.75,575.75,575.75
1980-12-17,573.5,573.5,573.5,573.5
1980-12-18,575.0,575.0,575.0,575.0
1980-12-21,594.75,594.75,594.75,594.75
1980-12-22,602.5,602.5,602.5,602.5
1980-12-23,601.0,601.0,601.0,601.0
1980-12-24,601.0,601.0,601.0,601.0
1980-12-25,601.0,601.0,601.0,601.0
1980-12-28,593.75,593.75,593.75,593.75
1980-12-29,589.25,589.25,589.25,589.25
1980-12-30,586.0,586.0,586.0,586.0
1980-12-31,586.0,586.0,586.0,586.0
1981-01-01,586.0,586.0,586.0,586.0
1981-01-04,597.5,597.5,597.5,597.5
1981-01-05,599.25,599.25,599.25,599.25
1981-01-06,585.0,585.0,585.0,585.0
1981-01-07,574.75,574.75,574.75,574.75
1981-01-08,577.75,577.75,577.75,577.75
1981-01-11,562.0,562.0,562.0,562.0
1981-01-12,562.75,562.75,562.75,562.75
1981-01-13,556.5,556.5,556.5,556.5
1981-01-14,571.5,571.5,571.5,571.5
1981-01-15,560.75,560.75,560.75,560.75
1981-01-18,566.75,566.75,566.75,566.75
1981-01-19,562.0,562.0,562.0,562.0
1981-01-20,578.0,578.0,578.0,578.0
1981-01-21,564.0,564.0,564.0,564.0
1981-01-22,553.0,553.0,553.0,553.0
1981-01-25,528.5,528.5,528.5,528.5
1981-01-26,524.0,524.0,524.0,524.0
1981-01-27,523.5,523.5,523.5,523.5
1981-01-28,493.75,493.75,493.75,493.75
1981-01-29,506.5,506.5,506.5,506.5
1981-02-01,493.5,493.5,493.5,493.5
1981-02-02,486.25,486.25,486.25,486.25
1981-02-03,505.0,505.0,505.0,505.0
1981-02-04,498.5,498.5,498.5,498.5
1981-02-05,500.5,500.5,500.5,500.5
1981-02-08,512.5,512.5,512.5,512.5
1981-02-09,519.5,519.5,519.5,519.5
1981-02-10,501.0,501.0,501.0,501.0
1981-02-11,490.25,490.25,490.25,490.25
1981-02-12,491.5,491.5,491.5,491.5
1981-02-15,491.5,491.5,491.5,491.5
1981-02-16,500.75,500.75,500.75,500.75
1981-02-17,505.0,505.0,505.0,505.0
1981-02-18,503.25,503.25,503.25,503.25
1981-02-19,511.5,511.5,511.5,511.5
1981-02-22,501.5,501.5,501.5,501.5
1981-02-23,503.0,503.0,503.0,503.0
1981-02-24,500.5,500.5,500.5,500.5
1981-02-25,492.0,492.0,492.0,492.0
1981-02-26,489.0,489.0,489.0,489.0
1981-03-01,465.5,465.5,465.5,465.5
1981-03-02,471.0,471.0,471.0,471.0
1981-03-03,465.5,465.5,465.5,465.5
1981-03-04,461.5,461.5,461.5,461.5
1981-03-05,467.0,467.0,467.0,467.0
1981-03-08,475.25,475.25,475.25,475.25
1981-03-09,487.25,487.25,487.25,487.25
1981-03-10,476.25,476.25,476.25,476.25
1981-03-11,478.0,478.0,478.0,478.0
1981-03-12,492.0,492.0,492.0,492.0
1981-03-15,499.75,499.75,499.75,499.75
1981-03-16,493.25,493.25,493.25,493.25
1981-03-17,506.0,506.0,506.0,506.0
1981-03-18,510.0,510.0,510.0,510.0
1981-03-19,516.75,516.75,516.75,516.75
1981-03-22,526.0,526.0,526.0,526.0
1981-03-23,536.25,536.25,536.25,536.25
1981-03-24,528.0,528.0,528.0,528.0
1981-03-25,539.5,539.5,539.5,539.5
1981-03-26,538.75,538.75,538.75,538.75
1981-03-29,526.5,526.5,526.5,526.5
1981-03-30,513.75,513.75,513.75,513.75
1981-03-31,514.25,514.25,514.25,514.25
1981-04-01,519.5,519.5,519.5,519.5
1981-04-02,523.0,523.0,523.0,523.0
1981-04-05,533.75,533.75,533.75,533.75
1981-04-06,514.25,514.25,514.25,514.25
1981-04-07,508.5,508.5,508.5,508.5
1981-04-08,503.0,503.0,503.0,503.0
1981-04-09,493.5,493.5,493.5,493.5
1981-04-12,473.75,473.75,473.75,473.75
1981-04-13,483.0,483.0,483.0,483.0
1981-04-14,476.25,476.25,476.25,476.25
1981-04-15,482.5,482.5,482.5,482.5
1981-04-16,482.5,482.5,482.5,482.5
1981-04-19,477.0,477.0,477.0,477.0
1981-04-20,481.0,481.0,481.0,481.0
1981-04-21,501.0,501.0,501.0,501.0
1981-04-22,488.5,488.5,488.5,488.5
1981-04-23,494.5,494.5,494.5,494.5
1981-04-26,483.0,483.0,483.0,483.0
1981-04-27,482.75,482.75,482.75,482.75
1981-04-28,477.25,477.25,477.25,477.25
1981-04-29,482.75,482.75,482.75,482.75
1981-04-30,487.5,487.5,487.5,487.5
1981-05-03,481.5,481.5,481.5,481.5
1981-05-04,476.25,476.25,476.25,476.25
1981-05-05,482.0,482.0,482.0,482.0
1981-05-06,477.75,477.75,477.75,477.75
1981-05-07,485.75,485.75,485.75,485.75
1981-05-10,493.0,493.0,493.0,493.0
1981-05-11,484.0,484.0,484.0,484.0
1981-05-12,484.25,484.25,484.25,484.25
1981-05-13,476.5,476.5,476.5,476.5
1981-05-14,485.0,485.0,485.0,485.0
1981-05-17,481.75,481.75,481.75,481.75
1981-05-18,481.5,481.5,481.5,481.5
1981-05-19,479.75,479.75,479.75,479.75
1981-05-20,475.0,475.0,475.0,475.0
1981-05-21,472.75,472.75,472.75,472.75
1981-05-24,472.75,472.75,472.75,472.75
1981-05-25,466.5,466.5,466.5,466.5
1981-05-26,466.75,466.75,466.75,466.75
1981-05-27,479.0,479.0,479.0,479.0
1981-05-28,479.25,479.25,479.25,479.25
1981-05-31,483.25,483.25,483.25,483.25
1981-06-01,474.0,474.0,474.0,474.0
1981-06-02,475.5,475.5,475.5,475.5
1981-06-03,462.5,462.5,462.5,462.5
1981-06-04,460.0,460.0,460.0,460.0
1981-06-07,473.5,473.5,473.5,473.5
1981-06-08,460.5,460.5,460.5,460.5
1981-06-09,465.25,465.25,465.25,465.25
1981-06-10,464.25,464.25,464.25,464.25
1981-06-11,472.0,472.0,472.0,472.0
1981-06-14,471.75,471.75,471.75,471.75
1981-06-15,461.5,461.5,461.5,461.5
1981-06-16,461.75,461.75,461.75,461.75
1981-06-17,459.0,459.0,459.0,459.0
1981-06-18,458.25,458.25,458.25,458.25
1981-06-21,462.0,462.0,462.0,462.0
1981-06-22,466.5,466.5,466.5,466.5
1981-06-23,462.0,462.0,462.0,462.0
1981-06-24,446.5,446.5,446.5,446.5
1981-06-25,442.0,442.0,442.0,442.0
1981-06-28,428.75,428.75,428.75,428.75
1981-06-29,426.0,426.0,426.0,426.0
1981-06-30,422.0,422.0,422.0,422.0
1981-07-01,414.5,414.5,414.5,414.5
1981-07-02,414.5,414.5,414.5,414.5
1981-07-05,403.75,403.75,403.75,403.75
1981-07-06,405.0,405.0,405.0,405.0
1981-07-07,397.75,397.75,397.75,397.75
1981-07-08,406.25,406.25,406.25,406.25
1981-07-09,416.5,416.5,416.5,416.5
1981-07-12,413.0,413.0,413.0,413.0
1981-07-13,402.25,402.25,402.25,402.25
1981-07-14,412.25,412.25,412.25,412.25
1981-07-15,418.25,418.25,418.25,418.25
1981-07-16,415.0,415.0,415.0,415.0
1981-07-19,412.5,412.5,412.5,412.5
1981-07-20,406.0,406.0,406.0,406.0
1981-07-21,411.5,411.5,411.5,411.5
1981-07-22,407.75,407.75,407.75,407.75
1981-07-23,407.5,407.5,407.5,407.5
1981-07-26,408.75,408.75,408.75,408.75
1981-07-27,401.5,401.5,401.5,401.5
1981-07-28,404.2,404.2,404.2,404.2
1981-07-29,402.25,402.25,402.25,402.25
1981-07-30,406.0,406.0,406.0,406.0
1981-08-02,392.5,392.5,392.5,392.5
1981-08-03,391.25,391.25,391.25,391.25
1981-08-04,392.4,392.4,392.4,392.4
1981-08-05,393.25,393.25,393.25,393.25
1981-08-06,397.25,397.25,397.25,397.25
1981-08-09,393.75,393.75,393.75,393.75
1981-08-10,401.0,401.0,401.0,401.0
1981-08-11,417.5,417.5,417.5,417.5
1981-08-12,407.25,407.25,407.25,407.25
1981-08-13,413.0,413.0,413.0,413.0
1981-08-16,441.5,441.5,441.5,441.5
1981-08-17,420.0,420.0,420.0,420.0
1981-08-18,431.5,431.5,431.5,431.5
1981-08-19,429.0,429.0,429.0,429.0
1981-08-20,429.5,429.5,429.5,429.5
1981-08-23,422.0,422.0,422.0,422.0
1981-08-24,409.75,409.75,409.75,409.75
1981-08-25,414.0,414.0,414.0,414.0
1981-08-26,411.75,411.75,411.75,411.75
1981-08-27,425.0,425.0,425.0,425.0
1981-08-30,427.0,427.0,427.0,427.0
1981-08-31,421.5,421.5,421.5,421.5
1981-09-01,430.0,430.0,430.0,430.0
1981-09-02,436.5,436.5,436.5,436.5
1981-09-03,439.5,439.5,439.5,439.5
1981-09-06,439.5,439.5,439.5,439.5
1981-09-07,439.0,439.0,439.0,439.0
1981-09-08,436.75,436.75,436.75,436.75
1981-09-09,451.5,451.5,451.5,451.5
1981-09-10,448.25,448.25,448.25,448.25
1981-09-13,451.25,451.25,451.25,451.25
1981-09-14,456.0,456.0,456.0,456.0
1981-09-15,449.0,449.0,449.0,449.0
1981-09-16,459.0,459.0,459.0,459.0
1981-09-17,447.0,447.0,447.0,447.0
1981-09-20,463.5,463.5,463.5,463.5
1981-09-21,462.0,462.0,462.0,462.0
1981-09-22,456.5,456.5,456.5,456.5
1981-09-23,446.25,446.25,446.25,446.25
1981-09-24,450.5,450.5,450.5,450.5
1981-09-27,421.5,421.5,421.5,421.5
1981-09-28,431.75,431.75,431.75,431.75
1981-09-29,428.75,428.75,428.75,428.75
1981-09-30,436.75,436.75,436.75,436.75
1981-10-01,435.0,435.0,435.0,435.0
1981-10-04,441.25,441.25,441.25,441.25
1981-10-05,443.0,443.0,443.0,443.0
1981-10-06,445.5,445.5,445.5,445.5
1981-10-07,443.25,443.25,443.25,443.25
1981-10-08,453.5,453.5,453.5,453.5
1981-10-11,453.5,453.5,453.5,453.5
1981-10-12,443.25,443.25,443.25,443.25
1981-10-13,444.25,444.25,444.25,444.25
1981-10-14,446.65,446.65,446.65,446.65
1981-10-15,443.75,443.75,443.75,443.75
1981-10-18,436.7,436.7,436.7,436.7
1981-10-19,437.3,437.3,437.3,437.3
1981-10-20,429.0,429.0,429.0,429.0
1981-10-21,433.75,433.75,433.75,433.75
1981-10-22,432.5,432.5,432.5,432.5
1981-10-25,426.0,426.0,426.0,426.0
1981-10-26,427.4,427.4,427.4,427.4
1981-10-27,430.8,430.8,430.8,430.8
1981-10-28,424.5,424.5,424.5,424.5
1981-10-29,427.0,427.0,427.0,427.0
1981-11-01,430.0,430.0,430.0,430.0
1981-11-02,428.25,428.25,428.25,428.25
1981-11-03,431.25,431.25,431.25,431.25
1981-11-04,428.5,428.5,428.5,428.5
1981-11-05,428.25,428.25,428.25,428.25
1981-11-08,429.75,429.75,429.75,429.75
1981-11-09,418.5,418.5,418.5,418.5
1981-11-10,412.0,412.0,412.0,412.0
1981-11-11,411.5,411.5,411.5,411.5
1981-11-12,412.5,412.5,412.5,412.5
1981-11-15,404.25,404.25,404.25,404.25
1981-11-16,398.75,398.75,398.75,398.75
1981-11-17,403.75,403.75,403.75,403.75
1981-11-18,401.0,401.0,401.0,401.0
1981-11-19,401.5,401.5,401.5,401.5
1981-11-22,396.75,396.75,396.75,396.75
1981-11-23,399.25,399.25,399.25,399.25
1981-11-24,409.5,409.5,409.5,409.5
1981-11-25,409.5,409.5,409.5,409.5
1981-11-26,409.5,409.5,409.5,409.5
1981-11-29,414.5,414.5,414.5,414.5
1981-11-30,402.5,402.5,402.5,402.5
1981-12-01,406.75,406.75,406.75,406.75
1981-12-02,416.5,416.5,416.5,416.5
1981-12-03,426.0,426.0,426.0,426.0
1981-12-06,416.75,416.75,416.75,416.75
1981-12-07,415.25,415.25,415.25,415.25
1981-12-08,410.25,410.25,410.25,410.25
1981-12-09,405.5,405.5,405.5,405.5
1981-12-10,409.75,409.75,409.75,409.75
1981-12-13,417.5,417.5,417.5,417.5
1981-12-14,413.25,413.25,413.25,413.25
1981-12-15,416.75,416.75,416.75,416.75
1981-12-16,416.25,416.25,416.25,416.25
1981-12-17,415.75,415.75,415.75,415.75
1981-12-20,410.5,410.5,410.5,410.5
1981-12-21,399.6,399.6,399.6,399.6
1981-12-22,400.4,400.4,400.4,400.4
1981-12-23,400.4,400.4,400.4,400.4
1981-12-24,400.4,400.4,400.4,400.4
1981-12-27,396.0,396.0,396.0,396.0
1981-12-28,395.0,395.0,395.0,395.0
1981-12-29,397.5,397.5,397.5,397.5
1981-12-30,401.0,401.0,401.0,401.0
1981-12-31,401.0,401.0,401.0,401.0
1982-01-03,395.0,395.0,395.0,395.0
1982-01-04,403.5,403.5,403.5,403.5
1982-01-05,401.5,401.5,401.5,401.5
1982-01-06,396.5,396.5,396.5,396.5
1982-01-07,400.25,400.25,400.25,400.25
1982-01-10,388.25,388.25,388.25,388.25
1982-01-11,389.0,389.0,389.0,389.0
1982-01-12,380.0,380.0,380.0,380.0
1982-01-13,374.75,374.75,374.75,374.75
1982-01-14,379.25,379.25,379.25,379.25
1982-01-17,373.75,373.75,373.75,373.75
1982-01-18,375.25,375.25,375.25,375.25
1982-01-19,371.5,371.5,371.5,371.5
1982-01-20,376.0,376.0,376.0,376.0
1982-01-21,377.25,377.25,377.25,377.25
1982-01-24,372.0,372.0,372.0,372.0
1982-01-25,376.5,376.5,376.5,376.5
1982-01-26,381.75,381.75,381.75,381.75
1982-01-27,383.5,383.5,383.5,383.5
1982-01-28,387.0,387.0,387.0,387.0
1982-01-31,379.5,379.5,379.5,379.5
1982-02-01,379.15,379.15,379.15,379.15
1982-02-02,378.0,378.0,378.0,378.0
1982-02-03,383.75,383.75,383.75,383.75
1982-02-04,384.25,384.25,384.25,384.25
1982-02-07,379.75,379.75,379.75,379.75
1982-02-08,378.5,378.5,378.5,378.5
1982-02-09,382.15,382.15,382.15,382.15
1982-02-10,380.0,380.0,380.0,380.0
1982-02-11,377.5,377.5,377.5,377.5
1982-02-14,377.5,377.5,377.5,377.5
1982-02-15,375.25,375.25,375.25,375.25
1982-02-16,374.0,374.0,374.0,374.0
1982-02-17,369.25,369.25,369.25,369.25
1982-02-18,369.25,369.25,369.25,369.25
1982-02-21,364.25,364.25,364.25,364.25
1982-02-22,361.0,361.0,361.0,361.0
1982-02-23,362.75,362.75,362.75,362.75
1982-02-24,366.45,366.45,366.45,366.45
1982-02-25,362.6,362.6,362.6,362.6
1982-02-28,361.25,361.25,361.25,361.25
1982-03-01,361.25,361.25,361.25,361.25
1982-03-02,353.75,353.75,353.75,353.75
1982-03-03,346.5,346.5,346.5,346.5
1982-03-04,342.4,342.4,342.4,342.4
1982-03-07,330.5,330.5,330.5,330.5
1982-03-08,329.25,329.25,329.25,329.25
1982-03-09,333.0,333.0,333.0,333.0
1982-03-10,331.75,331.75,331.75,331.75
1982-03-11,323.25,323.25,323.25,323.25
1982-03-14,312.0,312.0,312.0,312.0
1982-03-15,324.5,324.5,324.5,324.5
1982-03-16,316.0,316.0,316.0,316.0
1982-03-17,320.0,320.0,320.0,320.0
1982-03-18,315.75,315.75,315.75,315.75
1982-03-21,320.8,320.8,320.8,320.8
1982-03-23,331.75,331.75,331.75,331.75
1982-03-24,327.75,327.75,327.75,327.75
1982-03-25,322.25,322.25,322.25,322.25
1982-03-28,318.5,318.5,318.5,318.5
1982-03-29,324.25,324.25,324.25,324.25
1982-03-30,320.22,320.22,320.22,320.22
1982-03-31,327.0,327.0,327.0,327.0
1982-04-01,327.75,327.75,327.75,327.75
1982-04-04,337.5,337.5,337.5,337.5
1982-04-05,345.5,345.5,345.5,345.5
1982-04-06,354.0,354.0,354.0,354.0
1982-04-07,351.5,351.5,351.5,351.5
1982-04-08,351.5,351.5,351.5,351.5
1982-04-11,353.5,353.5,353.5,353.5
1982-04-12,353.5,353.5,353.5,353.5
1982-04-13,366.75,366.75,366.75,366.75
1982-04-14,363.25,363.25,363.25,363.25
1982-04-15,362.75,362.75,362.75,362.75
1982-04-18,357.0,357.0,357.0,357.0
1982-04-19,343.0,343.0,343.0,343.0
1982-04-20,346.75,346.75,346.75,346.75
1982-04-21,345.0,345.0,345.0,345.0
1982-04-22,352.25,352.25,352.25,352.25
1982-04-25,357.0,357.0,357.0,357.0
1982-04-26,351.75,351.75,351.75,351.75
