Date,Short Volume,Total Volume,Percent,Ticker
2020-09-24,153894,300818,51%,JBGS
2020-09-23,204861,394258,52%,JBGS
2020-09-22,175903,290016,61%,JBGS
2020-09-21,140151,552772,25%,JBGS
2020-10-02,128655,488329,26%,JBHT
2020-10-01,75521,276849,27%,JBHT
2020-09-30,83206,253186,33%,JBHT
2020-09-29,57038,141472,40%,JBHT
2020-09-28,69734,161588,43%,JBHT
2020-09-25,126636,254329,50%,JBHT
2020-09-24,76652,127892,60%,JBHT
2020-09-23,119743,206553,58%,JBHT
2020-09-22,283547,691644,41%,JBHT
2020-09-21,171542,267444,64%,JBHT
2020-10-02,193794,557029,35%,JBL
2020-10-01,336614,710528,47%,JBL
2020-09-30,235342,708123,33%,JBL
2020-09-29,247047,521946,47%,JBL
2020-09-28,491690,996995,49%,JBL
2020-09-25,589151,959433,61%,JBL
2020-09-24,1128873,2249866,50%,JBL
2020-09-23,337070,742199,45%,JBL
2020-09-22,169451,409476,41%,JBL
2020-09-21,276487,524800,53%,JBL
2020-10-02,2547219,6518787,39%,JBLU
2020-10-01,1937340,5146198,38%,JBLU
2020-09-30,2394831,5530312,43%,JBLU
2020-09-29,2536860,5028186,50%,JBLU
2020-09-28,1956643,5283345,37%,JBLU
2020-09-25,2012800,5457981,37%,JBLU
2020-09-24,2581667,4877926,53%,JBLU
2020-09-23,2068338,3873450,53%,JBLU
2020-09-22,2412776,4314035,56%,JBLU
2020-09-21,2751686,5598666,49%,JBLU
2020-10-02,8182,14698,56%,JBSS
2020-10-01,12504,16995,74%,JBSS
2020-09-30,3688,7595,49%,JBSS
2020-09-29,5932,8591,69%,JBSS
2020-09-28,6215,9466,66%,JBSS
2020-09-25,5309,10735,49%,JBSS
2020-09-24,14193,19775,72%,JBSS
2020-09-23,9263,25873,36%,JBSS
2020-09-22,8826,21927,40%,JBSS
2020-09-21,15310,23222,66%,JBSS
2020-10-02,30464,135381,23%,JBT
2020-10-01,82690,136639,61%,JBT
2020-09-30,139484,284470,49%,JBT
2020-09-29,45117,90155,50%,JBT
2020-09-28,55530,89469,62%,JBT
2020-09-25,48773,122773,40%,JBT
2020-09-24,53189,96956,55%,JBT
2020-09-23,68139,120196,57%,JBT
2020-09-22,28235,35057,81%,JBT
2020-09-21,42983,49519,87%,JBT
2020-10-02,50554,120984,42%,JCAP
2020-10-01,58188,173867,33%,JCAP
2020-09-30,34511,91960,38%,JCAP
2020-09-29,27846,101382,27%,JCAP
2020-09-28,71320,149945,48%,JCAP
2020-09-25,28796,128699,22%,JCAP
2020-09-24,47828,111585,43%,JCAP
2020-09-23,49778,131774,38%,JCAP
2020-09-22,29005,207749,14%,JCAP
2020-09-21,45121,141817,32%,JCAP
2020-10-02,15244,38288,40%,JCE
2020-10-01,14374,32861,44%,JCE
2020-09-30,14832,31430,47%,JCE
2020-09-29,13482,31884,42%,JCE
2020-09-28,16247,40507,40%,JCE
2020-09-25,12148,31764,38%,JCE
2020-09-24,4491,19804,23%,JCE
2020-09-23,7453,19637,38%,JCE
2020-09-22,13153,22799,58%,JCE
2020-09-21,13358,36614,36%,JCE
2020-10-02,1213089,2474670,49%,JCI
2020-10-01,364223,1573121,23%,JCI
2020-09-30,555962,1452435,38%,JCI
2020-09-29,652532,1629591,40%,JCI
2020-09-28,1005860,1823610,55%,JCI
2020-09-25,624674,1581419,40%,JCI
2020-09-24,609644,1491750,41%,JCI
2020-09-23,549812,1116317,49%,JCI
2020-09-22,517735,1056962,49%,JCI
2020-09-21,727892,1277764,57%,JCI
2020-10-02,17624,26809,66%,JCO
2020-10-01,28219,42217,67%,JCO
2020-09-30,11754,49378,24%,JCO
2020-09-29,12079,29996,40%,JCO
2020-09-28,24579,55672,44%,JCO
2020-09-25,15793,28950,55%,JCO
2020-09-24,20221,43159,47%,JCO
2020-09-23,15944,29465,54%,JCO
2020-09-22,1564,6640,24%,JCO
2020-09-21,14210,28542,50%,JCO
2020-10-02,115860,154319,75%,JCOM
2020-10-01,212227,418960,51%,JCOM
2020-09-30,50147,103849,48%,JCOM
2020-09-29,64532,154882,42%,JCOM
2020-09-28,36344,85188,43%,JCOM
2020-09-25,76073,126566,60%,JCOM
2020-09-24,90901,165384,55%,JCOM
2020-09-23,81571,121523,67%,JCOM
2020-09-22,62837,117616,53%,JCOM
2020-09-21,72899,207993,35%,JCOM
2020-10-02,1551529,3704996,42%,JD
2020-10-01,916277,2555810,36%,JD
2020-09-30,1716918,5147633,33%,JD
2020-09-29,902798,2745240,33%,JD
2020-09-28,1637817,4004463,41%,JD
2020-09-25,1425009,6488130,22%,JD
2020-09-24,2105646,5344983,39%,JD
2020-09-23,1487839,3908684,38%,JD
2020-09-22,892641,3290608,27%,JD
2020-09-21,1217003,3942009,31%,JD
2020-10-02,25399,56701,45%,JDD
2020-10-01,25054,99320,25%,JDD
2020-09-30,32979,104493,32%,JDD
2020-09-29,9769,58222,17%,JDD
2020-09-28,12610,64496,20%,JDD
2020-09-25,15778,33085,48%,JDD
2020-09-24,21633,75593,29%,JDD
2020-09-23,15374,61806,25%,JDD
2020-09-22,15358,62376,25%,JDD
2020-09-21,7285,35860,20%,JDD
2020-10-02,2646658,4618492,57%,JE
2020-10-01,1335679,2192830,61%,JE
2020-09-30,1269706,2186432,58%,JE
2020-09-29,2938190,6271265,47%,JE
2020-09-28,49072411,84472478,58%,JE
2020-09-25,98117749,175006427,56%,JE
2020-09-24,165930552,297765823,56%,JE
2020-09-23,15327543,33536209,46%,JE
2020-09-22,11369552,23493430,48%,JE
2020-09-21,4438202,9997934,44%,JE
2020-10-02,148992,547901,27%,JEF
2020-10-01,165575,448562,37%,JEF
2020-09-30,193570,636557,30%,JEF
2020-09-29,276330,799736,35%,JEF
2020-09-28,333270,1041838,32%,JEF
2020-09-25,375854,847426,44%,JEF
2020-09-24,745298,1703620,44%,JEF
2020-09-23,485544,888729,55%,JEF
2020-09-22,257413,624031,41%,JEF
2020-09-21,428652,931510,46%,JEF
2020-10-02,67363,167361,40%,JELD
2020-10-01,65289,109440,60%,JELD
2020-09-30,101641,192362,53%,JELD
2020-09-29,27103,92211,29%,JELD
2020-09-28,92070,269277,34%,JELD
2020-09-25,53278,141645,38%,JELD
2020-09-24,63803,155812,41%,JELD
2020-09-23,415811,829217,50%,JELD
2020-09-22,95738,249200,38%,JELD
2020-09-21,121233,292535,41%,JELD
2020-10-02,520,1715,30%,JEQ
2020-10-01,8258,20170,41%,JEQ
2020-09-30,11815,19897,59%,JEQ
2020-09-29,6284,6814,92%,JEQ
2020-09-28,7909,15279,52%,JEQ
2020-09-25,4252,5161,82%,JEQ
2020-09-24,2998,12852,23%,JEQ
2020-09-23,46665,59361,79%,JEQ
2020-09-22,13347,16440,81%,JEQ
2020-09-21,29810,37039,80%,JEQ
2020-10-02,72260,174054,42%,JFIN
2020-10-01,152069,402682,38%,JFIN
2020-09-30,2574100,4850804,53%,JFIN
2020-09-29,416107,1391227,30%,JFIN
2020-09-28,85416,146519,58%,JFIN
2020-09-25,30973,51193,61%,JFIN
2020-09-24,21907,54808,40%,JFIN
2020-09-23,66600,122461,54%,JFIN
2020-09-22,95987,216890,44%,JFIN
2020-09-21,5610,40391,14%,JFIN
2020-09-30,21073,40031,53%,JFK
2020-09-29,15619,24674,63%,JFK
2020-09-28,12696,30443,42%,JFK
2020-09-25,8304,27394,30%,JFK
2020-09-24,30116,83667,36%,JFK
2020-09-23,39350,74220,53%,JFK
2020-09-22,64536,127885,50%,JFK
2020-09-21,86007,172443,50%,JFK
2020-09-18,68337,172251,40%,JFK
2020-09-17,18442,64716,28%,JFK
2020-10-02,40425,92199,44%,JFR
2020-10-01,98404,166484,59%,JFR
2020-09-30,63615,108637,59%,JFR
2020-09-29,68968,157302,44%,JFR
2020-09-28,93961,145635,65%,JFR
2020-09-25,107521,254670,42%,JFR
2020-09-24,168502,232369,73%,JFR
2020-09-23,677871,1086276,62%,JFR
2020-09-22,123430,244182,51%,JFR
2020-09-21,494646,965995,51%,JFR
2020-10-02,992260,1818816,55%,JFU
2020-10-01,726517,1476803,49%,JFU
2020-09-30,1342316,2345749,57%,JFU
2020-09-29,3414600,6298447,54%,JFU
2020-09-28,163775,343593,48%,JFU
2020-09-25,604421,1405829,43%,JFU
2020-09-24,313198,752500,42%,JFU
2020-09-23,366836,753315,49%,JFU
2020-09-22,116370,364051,32%,JFU
2020-09-21,229075,467714,49%,JFU
2020-10-02,4804,5905,81%,JG
2020-10-01,2462,7732,32%,JG
2020-09-30,18287,29935,61%,JG
2020-09-29,792,2805,28%,JG
2020-09-28,8195,10337,79%,JG
2020-09-25,7233,7559,96%,JG
2020-09-24,18550,26370,70%,JG
2020-09-23,9710,18176,53%,JG
2020-09-22,9608,18726,51%,JG
2020-09-21,14768,30474,48%,JG
2020-10-02,20565,33359,62%,JGH
2020-10-01,17454,27308,64%,JGH
2020-09-30,16591,55591,30%,JGH
2020-09-29,17073,44574,38%,JGH
2020-09-28,25052,63739,39%,JGH
2020-09-25,15209,36935,41%,JGH
2020-09-24,40706,83273,49%,JGH
2020-09-23,4388,17738,25%,JGH
2020-09-22,7336,21583,34%,JGH
2020-09-21,11353,28328,40%,JGH
2020-10-02,2130784,2947715,72%,JHG
2020-10-01,551987,821325,67%,JHG
2020-09-30,865671,1385695,62%,JHG
2020-09-29,986212,1687400,58%,JHG
2020-09-28,1118300,1469985,76%,JHG
2020-09-25,250306,463840,54%,JHG
2020-09-24,2386965,3035783,79%,JHG
2020-09-23,1396953,2250184,62%,JHG
2020-09-22,134863,282282,48%,JHG
2020-09-21,190566,294152,65%,JHG
2020-10-02,378,6898,5%,JHI
2020-10-01,15942,19840,80%,JHI
2020-09-30,3185,13242,24%,JHI
2020-09-29,2754,9400,29%,JHI
2020-09-28,4678,10006,47%,JHI
2020-09-25,9831,24798,40%,JHI
2020-09-24,3763,16620,23%,JHI
2020-09-23,6964,19682,35%,JHI
2020-09-22,977,9327,10%,JHI
2020-09-21,4032,15734,26%,JHI
2020-10-02,11040,23165,48%,JHS
2020-10-01,11689,18933,62%,JHS
2020-09-30,6414,7845,82%,JHS
2020-09-29,3123,10597,29%,JHS
2020-09-28,8865,18684,47%,JHS
2020-09-25,2125,4015,53%,JHS
2020-09-24,15813,31213,51%,JHS
2020-09-23,2265,4339,52%,JHS
2020-09-22,2744,10290,27%,JHS
2020-09-21,2092,6856,31%,JHS
2020-10-02,6434,9839,65%,JHX
2020-10-01,5943,7715,77%,JHX
2020-09-30,4895,7287,67%,JHX
2020-09-29,2618,5420,48%,JHX
2020-09-28,8905,11123,80%,JHX
2020-09-25,7299,10621,69%,JHX
2020-09-24,5285,7286,73%,JHX
2020-09-23,5723,10651,54%,JHX
2020-09-22,2755,4588,60%,JHX
2020-09-21,6125,11538,53%,JHX
2020-10-02,5120,25886,20%,JHY
2020-10-01,4993,15822,32%,JHY
2020-09-30,7462,21657,34%,JHY
2020-09-29,1953,12702,15%,JHY
2020-09-28,26978,57831,47%,JHY
2020-09-25,11921,24906,48%,JHY
2020-09-24,10980,26963,41%,JHY
2020-09-23,4106,13008,32%,JHY
2020-09-22,472,5871,8%,JHY
2020-09-21,14075,31164,45%,JHY
2020-10-02,8842,24093,37%,JJSF
2020-10-01,24809,35996,69%,JJSF
2020-09-30,24397,37897,64%,JJSF
2020-09-29,9839,18054,54%,JJSF
2020-09-28,9442,22109,43%,JJSF
2020-09-25,14421,24821,58%,JJSF
2020-09-24,18879,39803,47%,JJSF
2020-09-23,63843,103423,62%,JJSF
2020-09-22,59153,84240,70%,JJSF
2020-09-21,20978,40554,52%,JJSF
2020-10-02,66801,122887,54%,JKHY
2020-10-01,114638,183182,63%,JKHY
2020-09-30,55121,108163,51%,JKHY
2020-09-29,48358,117969,41%,JKHY
2020-09-28,46998,110867,42%,JKHY
2020-09-25,58043,212510,27%,JKHY
2020-09-24,63130,157086,40%,JKHY
2020-09-23,77331,157782,49%,JKHY
2020-09-22,64386,103888,62%,JKHY
2020-09-21,71895,142167,51%,JKHY
2020-10-02,1497025,2771372,54%,JKS
2020-10-01,1445548,2483848,58%,JKS
2020-09-30,1174166,2202251,53%,JKS
2020-09-29,1582689,2389354,66%,JKS
2020-09-28,801251,1532648,52%,JKS
2020-09-25,1250354,2586466,48%,JKS
2020-09-24,1552229,2582113,60%,JKS
2020-09-23,4391419,8429289,52%,JKS
2020-09-22,2511950,4588396,55%,JKS
2020-09-21,4982107,8875565,56%,JKS
2020-10-02,74676,179871,42%,JLL
2020-10-01,61437,113523,54%,JLL
2020-09-30,64915,213455,30%,JLL
2020-09-29,56149,189836,30%,JLL
2020-09-28,77457,216184,36%,JLL
2020-09-25,95840,294305,33%,JLL
2020-09-24,90114,267432,34%,JLL
2020-09-23,107340,213284,50%,JLL
2020-09-22,84568,205986,41%,JLL
2020-09-21,155219,193641,80%,JLL
2020-10-02,2667,6020,44%,JLS
2020-10-01,2035,10238,20%,JLS
2020-09-30,13845,29135,48%,JLS
2020-09-29,7698,19065,40%,JLS
2020-09-28,2783,8288,34%,JLS
2020-09-25,3727,8874,42%,JLS
2020-09-24,785,11339,7%,JLS
2020-09-23,14329,27729,52%,JLS
2020-09-22,5419,6493,83%,JLS
2020-09-21,15358,40560,38%,JLS
2020-10-02,365739,1062524,34%,JMIA
2020-10-01,749180,2138793,35%,JMIA
2020-09-30,1555360,4544162,34%,JMIA
2020-09-29,2007714,6303019,32%,JMIA
2020-09-28,538631,1607264,34%,JMIA
2020-09-25,733524,1967881,37%,JMIA
2020-09-24,479589,1810886,26%,JMIA
2020-09-23,1251188,3518595,36%,JMIA
2020-09-22,845569,2562723,33%,JMIA
2020-09-21,624858,2103229,30%,JMIA
2020-10-02,82323,148905,55%,JNCE
2020-10-01,147826,374220,40%,JNCE
2020-09-30,92062,170492,54%,JNCE
2020-09-29,83727,210787,40%,JNCE
2020-09-28,91937,219441,42%,JNCE
2020-09-25,90526,250164,36%,JNCE
2020-09-24,207352,557844,37%,JNCE
2020-09-23,108365,359495,30%,JNCE
2020-09-22,106801,284215,38%,JNCE
2020-09-21,222005,474134,47%,JNCE
2020-10-02,945581,2370647,40%,JNJ
2020-10-01,1032608,2541739,41%,JNJ
2020-09-30,1446897,3140137,46%,JNJ
2020-09-29,1022710,2610510,39%,JNJ
2020-09-28,780713,2158247,36%,JNJ
2020-09-25,868347,2514803,35%,JNJ
2020-09-24,1007034,2647939,38%,JNJ
2020-09-23,1469587,3596346,41%,JNJ
2020-09-22,588234,1735700,34%,JNJ
2020-09-21,1094561,2963960,37%,JNJ
2020-10-02,636349,1194109,53%,JNPR
2020-10-01,557119,871179,64%,JNPR
2020-09-30,897003,1672160,54%,JNPR
2020-09-29,367021,752928,49%,JNPR
2020-09-28,553933,1026381,54%,JNPR
2020-09-25,597957,1079834,55%,JNPR
2020-09-24,534449,1127236,47%,JNPR
2020-09-23,1075077,1882249,57%,JNPR
2020-09-22,551250,1264699,44%,JNPR
2020-09-21,883223,1224922,72%,JNPR
2020-10-02,41591,192721,22%,JOBS
2020-10-01,46009,201163,23%,JOBS
2020-09-30,43460,297227,15%,JOBS
2020-09-29,35600,107949,33%,JOBS
2020-09-28,53904,98189,55%,JOBS
2020-09-25,26561,38720,69%,JOBS
2020-09-24,47898,74075,65%,JOBS
2020-09-23,30597,50022,61%,JOBS
2020-09-22,47979,95469,50%,JOBS
2020-09-21,49736,74645,67%,JOBS
2020-10-02,27394,36403,75%,JOE
2020-10-01,20660,42529,49%,JOE
2020-09-30,14814,34460,43%,JOE
2020-09-29,16666,31500,53%,JOE
2020-09-28,17331,42522,41%,JOE
2020-09-25,22782,46279,49%,JOE
2020-09-24,29587,69206,43%,JOE
2020-09-23,127202,164403,77%,JOE
2020-09-22,31410,44733,70%,JOE
2020-09-21,38628,55842,69%,JOE
2020-10-02,15846,21351,74%,JOF
2020-10-01,16334,28314,58%,JOF
2020-09-30,3520,7601,46%,JOF
2020-09-29,6781,17029,40%,JOF
2020-09-28,14975,24026,62%,JOF
2020-09-25,31627,44768,71%,JOF
2020-09-24,8783,11040,80%,JOF
2020-09-23,10597,29523,36%,JOF
2020-09-22,18077,32626,55%,JOF
2020-09-21,15185,31630,48%,JOF
2020-10-02,13777,75847,18%,JOUT
2020-10-01,6655,12086,55%,JOUT
2020-09-30,7942,12687,63%,JOUT
2020-09-29,7733,13783,56%,JOUT
2020-09-28,6564,13858,47%,JOUT
2020-09-25,5378,13898,39%,JOUT
2020-09-24,8550,14777,58%,JOUT
2020-09-23,3770,7132,53%,JOUT
2020-09-22,2485,4640,54%,JOUT
2020-09-21,4259,12039,35%,JOUT
2020-10-02,1016,4050,25%,JP
2020-10-01,203,969,21%,JP
2020-09-30,322,3363,10%,JP
2020-09-29,694,6619,10%,JP
2020-09-28,517,14940,3%,JP
2020-09-25,38625,63095,61%,JP
2020-09-24,8878,20928,42%,JP
2020-09-23,20839,31666,66%,JP
2020-09-22,25300,31716,80%,JP
2020-09-21,2906,6045,48%,JP
2020-10-02,88511,228293,39%,JPC
2020-10-01,107205,261039,41%,JPC
2020-09-30,91560,373195,25%,JPC
2020-09-29,65878,192778,34%,JPC
2020-09-28,107305,245602,44%,JPC
2020-09-25,67298,168336,40%,JPC
2020-09-24,124459,229457,54%,JPC
2020-09-23,138895,275415,50%,JPC
2020-09-22,64417,154586,42%,JPC
2020-09-21,120545,199533,60%,JPC
2020-10-02,15268,21917,70%,JPI
2020-10-01,10534,16265,65%,JPI
2020-09-30,20710,38560,54%,JPI
2020-09-29,10460,28155,37%,JPI
2020-09-28,18216,41832,44%,JPI
2020-09-25,11423,74926,15%,JPI
2020-09-24,64536,115703,56%,JPI
2020-09-23,17425,55670,31%,JPI
2020-09-22,6315,33435,19%,JPI
2020-09-21,27242,62069,44%,JPI
2020-10-02,3701990,8172604,45%,JPM
2020-10-01,3053469,7007933,44%,JPM
2020-09-30,2771532,7331661,38%,JPM
2020-09-29,2586309,6792055,38%,JPM
2020-09-28,3022477,9997102,30%,JPM
2020-09-25,2534651,6899948,37%,JPM
2020-09-24,3816750,10050458,38%,JPM
2020-09-23,4219626,8958500,47%,JPM
2020-09-22,3899829,9055533,43%,JPM
2020-09-21,6094972,14262536,43%,JPM
2020-10-02,311570,514735,61%,JPS
2020-10-01,207866,337665,62%,JPS
2020-09-30,333752,712777,47%,JPS
2020-09-29,305358,497817,61%,JPS
2020-09-28,206709,362350,57%,JPS
2020-09-25,161638,328723,49%,JPS
2020-09-24,292557,480214,61%,JPS
2020-09-23,228366,436498,52%,JPS
2020-09-22,88638,212595,42%,JPS
2020-09-21,201651,337988,60%,JPS
2020-10-02,156121,452680,34%,JQC
2020-10-01,153550,280968,55%,JQC
2020-09-30,246929,702536,35%,JQC
2020-09-29,68555,170869,40%,JQC
2020-09-28,109101,210913,52%,JQC
2020-09-25,189551,607955,31%,JQC
2020-09-24,335788,809031,42%,JQC
2020-09-23,137953,361230,38%,JQC
2020-09-22,150863,343632,44%,JQC
2020-09-21,176339,345519,51%,JQC
2020-10-02,19758,38494,51%,JRI
2020-10-01,28510,64519,44%,JRI
2020-09-30,32070,76482,42%,JRI
2020-09-29,19537,53283,37%,JRI
2020-09-28,25429,59154,43%,JRI
2020-09-25,29456,74751,39%,JRI
2020-09-24,8728,55514,16%,JRI
2020-09-23,59439,100526,59%,JRI
2020-09-22,30724,55229,56%,JRI
2020-09-21,40496,116896,35%,JRI
2020-10-02,714860,1363113,52%,JRO
2020-10-01,975454,1857164,53%,JRO
2020-09-30,42102,143831,29%,JRO
2020-09-29,19051,81050,24%,JRO
2020-09-28,43021,103304,42%,JRO
2020-09-25,75770,150710,50%,JRO
2020-09-24,104454,150690,69%,JRO
2020-09-23,96095,143914,67%,JRO
2020-09-22,88969,108413,82%,JRO
2020-09-21,200843,232493,86%,JRO
2020-10-02,63841,112167,57%,JRS
2020-10-01,67541,120826,56%,JRS
2020-09-30,34245,92684,37%,JRS
2020-09-29,25986,78749,33%,JRS
2020-09-28,44004,82066,54%,JRS
2020-09-25,49776,99879,50%,JRS
2020-09-24,34736,65434,53%,JRS
2020-09-23,36708,89898,41%,JRS
2020-09-22,41692,76944,54%,JRS
2020-09-21,57109,94749,60%,JRS
2020-10-02,766,2707,28%,JRSH
2020-10-01,2312,34755,7%,JRSH
2020-09-30,1703,2599,66%,JRSH
2020-09-29,4953,23407,21%,JRSH
2020-09-28,14704,38131,39%,JRSH
2020-09-25,1267,7821,16%,JRSH
2020-09-24,3150,10759,29%,JRSH
2020-09-23,388,5184,7%,JRSH
2020-09-22,1514,9260,16%,JRSH
2020-09-21,7743,23807,33%,JRSH
2020-10-02,23748,38905,61%,JRVR
2020-10-01,15133,26194,58%,JRVR
2020-09-30,16503,42762,39%,JRVR
2020-09-29,14625,40419,36%,JRVR
2020-09-28,14735,36705,40%,JRVR
2020-09-25,22739,60559,38%,JRVR
2020-09-24,22127,50005,44%,JRVR
2020-09-23,20801,40375,52%,JRVR
2020-09-22,14088,29213,48%,JRVR
2020-09-21,19473,49040,40%,JRVR
2020-10-02,3694,22478,16%,JSD
2020-10-01,7390,23532,31%,JSD
2020-09-30,15857,37120,43%,JSD
2020-09-29,1861,9671,19%,JSD
2020-09-28,5678,32684,17%,JSD
2020-09-25,5291,23586,22%,JSD
2020-09-24,11160,30376,37%,JSD
2020-09-23,20798,53277,39%,JSD
2020-09-22,11729,24624,48%,JSD
2020-09-21,4319,16350,26%,JSD
2020-10-02,30566,119022,26%,JT
2020-10-01,3337,64475,5%,JT
2020-09-30,34809,116285,30%,JT
2020-09-29,44660,100523,44%,JT
2020-09-28,11223,69771,16%,JT
2020-09-25,14745,72890,20%,JT
2020-09-24,29820,125269,24%,JT
2020-09-23,49865,119229,42%,JT
2020-09-22,33102,117378,28%,JT
2020-09-21,11567,48993,24%,JT
2020-10-02,44290,75540,59%,JTA
2020-10-01,25102,62937,40%,JTA
2020-09-30,13567,37263,36%,JTA
2020-09-29,11684,20385,57%,JTA
2020-09-28,4079,22296,18%,JTA
2020-09-25,5509,15686,35%,JTA
2020-09-24,10176,33074,31%,JTA
2020-09-23,9261,24105,38%,JTA
2020-09-22,6404,15618,41%,JTA
2020-09-21,15254,49165,31%,JTA
2020-10-02,14667,29259,50%,JTD
2020-10-01,20077,33273,60%,JTD
2020-09-30,20725,33163,62%,JTD
2020-09-29,12282,28981,42%,JTD
2020-09-28,8891,21838,41%,JTD
2020-09-25,22270,38055,59%,JTD
2020-09-24,8373,15670,53%,JTD
2020-09-23,20549,40647,51%,JTD
2020-09-22,7764,20741,37%,JTD
2020-09-21,24726,44199,56%,JTD
2020-10-02,3053429,5318321,57%,JWN
2020-10-01,3330743,5756520,58%,JWN
2020-09-30,3933872,6933574,57%,JWN
2020-09-29,4412818,6430290,69%,JWN
2020-09-28,2511427,4244127,59%,JWN
2020-09-25,3931706,6019377,65%,JWN
2020-09-24,3441084,6337615,54%,JWN
2020-09-23,5199993,8042813,65%,JWN
2020-09-22,5518513,7799312,71%,JWN
2020-09-21,4873777,7034088,69%,JWN
2020-10-02,35477,105463,34%,JWS
2020-10-01,66423,2598778,3%,JWS
2020-09-30,20394,204326,10%,JWS
2020-09-29,143570,1039065,14%,JWS
2020-09-28,152301,359448,42%,JWS
2020-09-25,10857,276380,4%,JWS
2020-09-24,50872,132155,38%,JWS
2020-09-23,41250,196268,21%,JWS
2020-09-22,37940,84610,45%,JWS
2020-09-21,68155,707278,10%,JWS
2020-10-02,32229,40469,80%,JYNT
2020-10-01,12912,18842,69%,JYNT
2020-09-30,7727,13355,58%,JYNT
2020-09-29,4034,11047,37%,JYNT
2020-09-28,19829,24429,81%,JYNT
2020-09-25,5477,11130,49%,JYNT
2020-09-24,12080,18377,66%,JYNT
2020-09-23,9001,16560,54%,JYNT
2020-09-22,5105,8252,62%,JYNT
2020-09-21,12445,21505,58%,JYNT
2020-10-02,348850,603491,58%,K
2020-10-01,393457,526329,75%,K
2020-09-30,377163,582170,65%,K
2020-09-29,462401,655983,70%,K
2020-09-28,321477,553542,58%,K
2020-09-25,415587,632392,66%,K
2020-09-24,589169,907474,65%,K
2020-09-23,592794,855806,69%,K
2020-09-22,514197,726056,71%,K
2020-09-21,379082,582637,65%,K
2020-10-02,6542,16372,40%,KAI
2020-10-01,8016,17976,45%,KAI
2020-09-30,8522,21632,39%,KAI
2020-09-29,5546,13847,40%,KAI
2020-09-28,14250,36302,39%,KAI
2020-09-25,9649,21293,45%,KAI
2020-09-24,10002,19371,52%,KAI
2020-09-23,6836,10565,65%,KAI
2020-09-22,10591,16059,66%,KAI
2020-09-21,9803,15673,63%,KAI
2020-10-02,388679,676704,57%,KALA
2020-10-01,275656,515382,53%,KALA
2020-09-30,426140,783365,54%,KALA
2020-09-29,153200,328824,47%,KALA
2020-09-28,418355,668043,63%,KALA
2020-09-25,352671,704327,50%,KALA
2020-09-24,434919,791993,55%,KALA
2020-09-23,328153,515786,64%,KALA
2020-09-22,427695,724820,59%,KALA
2020-09-21,513925,983576,52%,KALA
2020-10-02,19199,61410,31%,KALU
2020-10-01,20675,26809,77%,KALU
2020-09-30,43295,64225,67%,KALU
2020-09-29,25244,38813,65%,KALU
2020-09-28,26343,41151,64%,KALU
2020-09-25,24771,30715,81%,KALU
2020-09-24,12665,19972,63%,KALU
2020-09-23,27496,44535,62%,KALU
2020-09-22,23901,38808,62%,KALU
2020-09-21,48008,68056,71%,KALU
2020-10-02,6215,14518,43%,KALV
2020-10-01,5117,9779,52%,KALV
2020-09-30,15108,19903,76%,KALV
2020-09-29,4022,7718,52%,KALV
2020-09-28,2875,5999,48%,KALV
2020-09-25,5065,10671,47%,KALV
2020-09-24,13968,18136,77%,KALV
2020-09-23,14723,20577,72%,KALV
2020-09-22,15358,23158,66%,KALV
2020-09-21,16808,80640,21%,KALV
2020-10-02,35298,50236,70%,KAMN
2020-10-01,38639,54499,71%,KAMN
2020-09-30,23811,48214,49%,KAMN
2020-09-29,15567,30391,51%,KAMN
2020-09-28,30464,51471,59%,KAMN
2020-09-25,18895,35010,54%,KAMN
2020-09-24,17513,54985,32%,KAMN
2020-09-23,38943,60273,65%,KAMN
2020-09-22,30466,84358,36%,KAMN
2020-09-21,68228,120986,56%,KAMN
2020-10-02,304670,664833,46%,KAR
2020-10-01,422757,955762,44%,KAR
2020-09-30,369054,1045833,35%,KAR
2020-09-29,101332,367756,28%,KAR
2020-09-28,159991,835065,19%,KAR
2020-09-25,260462,978440,27%,KAR
2020-09-24,253842,891809,28%,KAR
2020-09-23,205098,626470,33%,KAR
2020-09-22,262702,524103,50%,KAR
2020-09-21,360283,653009,55%,KAR
2020-10-02,56631,128095,44%,KB
2020-10-01,23522,34312,69%,KB
2020-09-30,25345,59719,42%,KB
2020-09-29,27608,40575,68%,KB
2020-09-28,22925,37224,62%,KB
2020-09-25,38405,52191,74%,KB
2020-09-24,33302,44140,75%,KB
2020-09-23,37949,67370,56%,KB
2020-09-22,69329,87432,79%,KB
2020-09-21,26474,51468,51%,KB
2020-10-02,15813,62174,25%,KBAL
2020-10-01,19391,50766,38%,KBAL
2020-09-30,21235,75592,28%,KBAL
2020-09-29,11020,37212,30%,KBAL
2020-09-28,18943,52566,36%,KBAL
2020-09-25,7533,37376,20%,KBAL
2020-09-24,21577,71218,30%,KBAL
2020-09-23,38401,101947,38%,KBAL
2020-09-22,22570,46794,48%,KBAL
2020-09-21,21932,62411,35%,KBAL
2020-10-02,330822,485262,68%,KBH
2020-10-01,431539,898028,48%,KBH
2020-09-30,427986,605292,71%,KBH
2020-09-29,313699,473929,66%,KBH
2020-09-28,396341,977441,41%,KBH
2020-09-25,503866,1476251,34%,KBH
2020-09-24,537184,1173547,46%,KBH
2020-09-23,1403899,2541659,55%,KBH
2020-09-22,1178511,1865448,63%,KBH
