Date,Short Volume,Total Volume,Percent,Ticker
2020-09-21,524706,807993,65%,KBH
2020-10-02,290810,653210,45%,KBR
2020-10-01,260998,841354,31%,KBR
2020-09-30,170508,508290,34%,KBR
2020-09-29,223410,391372,57%,KBR
2020-09-28,204256,1076725,19%,KBR
2020-09-25,190162,678922,28%,KBR
2020-09-24,234921,721893,33%,KBR
2020-09-23,180703,1059819,17%,KBR
2020-09-22,201333,323804,62%,KBR
2020-09-21,196659,454758,43%,KBR
2020-10-02,161195,589394,27%,KC
2020-10-01,191557,410875,47%,KC
2020-09-30,370332,987704,37%,KC
2020-09-29,295227,662604,45%,KC
2020-09-28,319669,901745,35%,KC
2020-09-25,533324,1750750,30%,KC
2020-09-24,693057,2559070,27%,KC
2020-09-23,289985,634631,46%,KC
2020-09-22,685180,1570440,44%,KC
2020-09-21,302033,659779,46%,KC
2020-10-02,316982,781851,41%,KCAC
2020-10-01,136068,437547,31%,KCAC
2020-09-30,250647,675101,37%,KCAC
2020-09-29,413182,1055930,39%,KCAC
2020-09-28,513925,1335950,38%,KCAC
2020-09-25,239183,796035,30%,KCAC
2020-09-24,400972,1715693,23%,KCAC
2020-09-23,969223,2614916,37%,KCAC
2020-09-22,1382470,2648152,52%,KCAC
2020-09-21,686176,1503982,46%,KCAC
2020-10-02,261307,583225,45%,KDMN
2020-10-01,529814,1165165,45%,KDMN
2020-09-30,1034503,1438571,72%,KDMN
2020-09-29,789580,1471754,54%,KDMN
2020-09-28,568972,988223,58%,KDMN
2020-09-25,482588,714781,68%,KDMN
2020-09-24,707802,960857,74%,KDMN
2020-09-23,1505451,3220106,47%,KDMN
2020-09-22,813102,1275478,64%,KDMN
2020-09-21,811717,1127618,72%,KDMN
2020-10-02,806632,1828053,44%,KDP
2020-10-01,797139,2242793,36%,KDP
2020-09-30,950987,3412390,28%,KDP
2020-09-29,596797,1902368,31%,KDP
2020-09-28,332871,720303,46%,KDP
2020-09-25,672055,2258469,30%,KDP
2020-09-24,400607,1269542,32%,KDP
2020-09-23,312105,927760,34%,KDP
2020-09-22,429775,1596858,27%,KDP
2020-09-21,250387,2429764,10%,KDP
2020-10-02,2761,8451,33%,KE
2020-10-01,7824,14682,53%,KE
2020-09-30,2467,6253,39%,KE
2020-09-29,10253,21989,47%,KE
2020-09-28,9473,19292,49%,KE
2020-09-25,9534,28659,33%,KE
2020-09-24,3431,11241,31%,KE
2020-09-23,14620,21837,67%,KE
2020-09-22,11690,17205,68%,KE
2020-09-21,18593,31387,59%,KE
2020-10-02,23346,41683,56%,KELYA
2020-10-01,15266,20721,74%,KELYA
2020-09-30,31024,118092,26%,KELYA
2020-09-29,26859,35311,76%,KELYA
2020-09-28,15135,29516,51%,KELYA
2020-09-25,16889,32526,52%,KELYA
2020-09-24,9808,39600,25%,KELYA
2020-09-23,18207,28756,63%,KELYA
2020-09-22,15722,36852,43%,KELYA
2020-09-21,23017,34587,67%,KELYA
2020-10-02,22,30,73%,KEN
2020-10-01,34,43,79%,KEN
2020-09-30,2369,2430,97%,KEN
2020-09-29,522,523,100%,KEN
2020-09-28,522,545,96%,KEN
2020-09-25,104,104,100%,KEN
2020-09-24,166,397,42%,KEN
2020-09-23,1206,1746,69%,KEN
2020-09-22,320,527,61%,KEN
2020-09-21,204,266,77%,KEN
2020-10-02,34760,93701,37%,KEP
2020-10-01,24741,47173,52%,KEP
2020-09-30,14830,78803,19%,KEP
2020-09-29,23193,35206,66%,KEP
2020-09-28,18972,42707,44%,KEP
2020-09-25,23231,35790,65%,KEP
2020-09-24,45390,61414,74%,KEP
2020-09-23,57279,111796,51%,KEP
2020-09-22,20115,80092,25%,KEP
2020-09-21,17644,85885,21%,KEP
2020-10-02,104709,141157,74%,KERN
2020-10-01,400056,597284,67%,KERN
2020-09-30,43490,68114,64%,KERN
2020-09-29,53710,80044,67%,KERN
2020-09-28,51895,61867,84%,KERN
2020-09-25,46801,68094,69%,KERN
2020-09-24,60145,108638,55%,KERN
2020-09-23,46420,67299,69%,KERN
2020-09-22,83899,130711,64%,KERN
2020-09-21,50113,68921,73%,KERN
2020-10-02,42929,250277,17%,KEX
2020-10-01,129020,257654,50%,KEX
2020-09-30,52833,120007,44%,KEX
2020-09-29,54314,204631,27%,KEX
2020-09-28,93208,309802,30%,KEX
2020-09-25,62744,123714,51%,KEX
2020-09-24,53096,158513,33%,KEX
2020-09-23,153260,231104,66%,KEX
2020-09-22,69310,163892,42%,KEX
2020-09-21,119059,216327,55%,KEX
2020-10-02,2061344,4194084,49%,KEY
2020-10-01,1685700,3257027,52%,KEY
2020-09-30,2248495,4543541,49%,KEY
2020-09-29,1721260,3156453,55%,KEY
2020-09-28,1347472,3048534,44%,KEY
2020-09-25,1210827,2109600,57%,KEY
2020-09-24,1705565,2944584,58%,KEY
2020-09-23,2050414,2993485,68%,KEY
2020-09-22,2926030,5585002,52%,KEY
2020-09-21,2013148,3379995,60%,KEY
2020-10-02,176205,443768,40%,KEYS
2020-10-01,126443,431425,29%,KEYS
2020-09-30,139801,326973,43%,KEYS
2020-09-29,125717,300311,42%,KEYS
2020-09-28,273350,491683,56%,KEYS
2020-09-25,145050,296963,49%,KEYS
2020-09-24,275029,566116,49%,KEYS
2020-09-23,257681,515845,50%,KEYS
2020-09-22,172653,481088,36%,KEYS
2020-09-21,274271,520339,53%,KEYS
2020-10-02,2082,3580,58%,KF
2020-10-01,231,2799,8%,KF
2020-09-30,13,342,4%,KF
2020-09-29,494,1220,40%,KF
2020-09-28,411,978,42%,KF
2020-09-25,581,1302,45%,KF
2020-09-24,502,1289,39%,KF
2020-09-23,532,1160,46%,KF
2020-09-22,1144,2928,39%,KF
2020-09-21,381,611,62%,KF
2020-10-02,20,221,9%,KFFB
2020-10-01,200,431,46%,KFFB
2020-09-30,3200,3263,98%,KFFB
2020-09-28,1,12,8%,KFFB
2020-09-25,8000,8317,96%,KFFB
2020-09-24,1210,3607,34%,KFFB
2020-09-23,0,100,0%,KFFB
2020-09-22,296,1346,22%,KFFB
2020-09-21,105,480,22%,KFFB
2020-09-18,1293,1755,74%,KFFB
2020-10-02,6719,27467,24%,KFRC
2020-10-01,13682,28035,49%,KFRC
2020-09-30,8605,32070,27%,KFRC
2020-09-29,10206,26615,38%,KFRC
2020-09-28,6301,15812,40%,KFRC
2020-09-25,9283,20807,45%,KFRC
2020-09-24,7988,21003,38%,KFRC
2020-09-23,17006,45043,38%,KFRC
2020-09-22,35629,57510,62%,KFRC
2020-09-21,25594,34793,74%,KFRC
2020-10-02,7619,13718,56%,KFS
2020-10-01,2033,6718,30%,KFS
2020-09-30,7410,20525,36%,KFS
2020-09-29,3305,8662,38%,KFS
2020-09-28,2160,5554,39%,KFS
2020-09-25,3020,7984,38%,KFS
2020-09-24,11099,31710,35%,KFS
2020-09-23,7645,37847,20%,KFS
2020-09-22,19028,60096,32%,KFS
2020-09-21,31245,85238,37%,KFS
2020-10-02,31605,78485,40%,KFY
2020-10-01,77621,132978,58%,KFY
2020-09-30,60707,112815,54%,KFY
2020-09-29,54087,110131,49%,KFY
2020-09-28,39675,102022,39%,KFY
2020-09-25,66352,98213,68%,KFY
2020-09-24,51709,124007,42%,KFY
2020-09-23,66243,98608,67%,KFY
2020-09-22,99038,138583,71%,KFY
2020-09-21,131059,236683,55%,KFY
2020-10-02,2327129,3558563,65%,KGC
2020-10-01,3181684,5051828,63%,KGC
2020-09-30,2290436,4030331,57%,KGC
2020-09-29,2535536,4075484,62%,KGC
2020-09-28,4800000,7956752,60%,KGC
2020-09-25,3436011,5213626,66%,KGC
2020-09-24,4265859,9416142,45%,KGC
2020-09-23,5442990,13874787,39%,KGC
2020-09-22,2711178,5705969,48%,KGC
2020-09-21,6157090,13736730,45%,KGC
2020-10-02,1056717,1987802,53%,KHC
2020-10-01,898903,2101650,43%,KHC
2020-09-30,1034422,2087511,50%,KHC
2020-09-29,807003,1706257,47%,KHC
2020-09-28,796669,1734830,46%,KHC
2020-09-25,891671,2281998,39%,KHC
2020-09-24,1063812,2338462,45%,KHC
2020-09-23,1559079,2793797,56%,KHC
2020-09-22,1222548,2456641,50%,KHC
2020-09-21,1421097,3611778,39%,KHC
2020-10-02,35629,40344,88%,KIDS
2020-10-01,33564,43367,77%,KIDS
2020-09-30,56807,70385,81%,KIDS
2020-09-29,71015,87370,81%,KIDS
2020-09-28,40235,54991,73%,KIDS
2020-09-25,31888,41524,77%,KIDS
2020-09-24,29779,44357,67%,KIDS
2020-09-23,30242,46561,65%,KIDS
2020-09-22,34954,49251,71%,KIDS
2020-09-21,57021,72622,79%,KIDS
2020-10-02,947935,2247810,42%,KIM
2020-10-01,1158669,2062135,56%,KIM
2020-09-30,720744,1388486,52%,KIM
2020-09-29,815609,1952537,42%,KIM
2020-09-28,477170,1235870,39%,KIM
2020-09-25,750629,1010080,74%,KIM
2020-09-24,1476728,2529133,58%,KIM
2020-09-23,716756,1611989,44%,KIM
2020-09-22,1063104,2730622,39%,KIM
2020-09-21,1602946,2436683,66%,KIM
2020-10-02,62203,139607,45%,KIN
2020-10-01,65325,138355,47%,KIN
2020-09-30,45105,124736,36%,KIN
2020-09-29,51502,83977,61%,KIN
2020-09-28,38839,72081,54%,KIN
2020-09-25,48608,68134,71%,KIN
2020-09-24,44415,97532,46%,KIN
2020-09-23,54855,96033,57%,KIN
2020-09-22,39316,60998,64%,KIN
2020-09-21,70500,115745,61%,KIN
2020-10-02,2944,11260,26%,KINS
2020-10-01,4349,9256,47%,KINS
2020-09-30,4971,8549,58%,KINS
2020-09-29,1578,3866,41%,KINS
2020-09-28,5661,14700,39%,KINS
2020-09-25,4324,5884,73%,KINS
2020-09-24,1968,6412,31%,KINS
2020-09-23,17429,28630,61%,KINS
2020-09-22,6816,15969,43%,KINS
2020-09-21,14543,21982,66%,KINS
2020-10-02,29173,58874,50%,KIO
2020-10-01,54649,106816,51%,KIO
2020-09-30,18665,49232,38%,KIO
2020-09-29,18770,68177,28%,KIO
2020-09-28,30665,79957,38%,KIO
2020-09-25,13284,37975,35%,KIO
2020-09-24,55405,100791,55%,KIO
2020-09-23,24032,43945,55%,KIO
2020-09-22,19264,50427,38%,KIO
2020-09-21,24074,36823,65%,KIO
2020-10-02,319546,735960,43%,KIRK
2020-10-01,699976,1476421,47%,KIRK
2020-09-30,416197,792606,53%,KIRK
2020-09-29,189613,405883,47%,KIRK
2020-09-28,212078,481109,44%,KIRK
2020-09-25,188762,380490,50%,KIRK
2020-09-24,260052,581040,45%,KIRK
2020-09-23,573961,1004893,57%,KIRK
2020-09-22,326005,709461,46%,KIRK
2020-09-21,258782,519342,50%,KIRK
2020-10-02,368840,898347,41%,KKR
2020-10-01,465424,1322704,35%,KKR
2020-09-30,495083,1067798,46%,KKR
2020-09-29,365733,1483533,25%,KKR
2020-09-28,586770,1342887,44%,KKR
2020-09-25,609788,1385440,44%,KKR
2020-09-24,635724,1514748,42%,KKR
2020-09-23,506474,1086702,47%,KKR
2020-09-22,427157,989605,43%,KKR
2020-09-21,527146,1204432,44%,KKR
2020-10-02,265474,671466,40%,KL
2020-10-01,552133,1118689,49%,KL
2020-09-30,569088,1048073,54%,KL
2020-09-29,291157,739376,39%,KL
2020-09-28,390397,821754,48%,KL
2020-09-25,337813,709566,48%,KL
2020-09-24,459151,1047097,44%,KL
2020-09-23,484311,1399451,35%,KL
2020-09-22,416693,954923,44%,KL
2020-09-21,388298,1238336,31%,KL
2020-10-02,185104,409228,45%,KLAC
2020-10-01,164996,364876,45%,KLAC
2020-09-30,195736,359985,54%,KLAC
2020-09-29,153598,317296,48%,KLAC
2020-09-28,250411,470803,53%,KLAC
2020-09-25,209580,320833,65%,KLAC
2020-09-24,242600,408889,59%,KLAC
2020-09-23,265229,382147,69%,KLAC
2020-09-22,152544,299805,51%,KLAC
2020-09-21,160302,293871,55%,KLAC
2020-10-02,53724,122743,44%,KLDO
2020-10-01,157222,311639,50%,KLDO
2020-09-30,250165,490721,51%,KLDO
2020-09-29,189407,326386,58%,KLDO
2020-09-28,408814,634312,64%,KLDO
2020-09-25,378262,622069,61%,KLDO
2020-09-24,2012109,2929964,69%,KLDO
2020-09-23,48667,92383,53%,KLDO
2020-09-22,35082,74408,47%,KLDO
2020-09-21,27602,69782,40%,KLDO
2020-10-02,59250,183630,32%,KLIC
2020-10-01,18414,82864,22%,KLIC
2020-09-30,33767,125058,27%,KLIC
2020-09-29,10342,73598,14%,KLIC
2020-09-28,30493,130847,23%,KLIC
2020-09-25,45423,106912,42%,KLIC
2020-09-24,19566,63663,31%,KLIC
2020-09-23,26482,65463,40%,KLIC
2020-09-22,23955,54748,44%,KLIC
2020-09-21,51021,126183,40%,KLIC
2020-10-02,42667,90715,47%,KLR
2020-10-01,25285,43611,58%,KLR
2020-09-30,68712,110097,62%,KLR
2020-09-29,10807,47848,23%,KLR
2020-09-28,31929,63735,50%,KLR
2020-09-25,45164,115808,39%,KLR
2020-09-24,37709,142926,26%,KLR
2020-09-23,28881,69850,41%,KLR
2020-09-22,30343,51328,59%,KLR
2020-09-21,50494,95167,53%,KLR
2020-10-02,256544,422145,61%,KMB
2020-10-01,277703,463934,60%,KMB
2020-09-30,284352,509143,56%,KMB
2020-09-29,197695,381205,52%,KMB
2020-09-28,248063,476816,52%,KMB
2020-09-25,198514,350416,57%,KMB
2020-09-24,273866,456563,60%,KMB
2020-09-23,269375,479270,56%,KMB
2020-09-22,191226,376726,51%,KMB
2020-09-21,303279,474394,64%,KMB
2020-10-02,48032,97880,49%,KMDA
2020-10-01,32686,96454,34%,KMDA
2020-09-30,84477,160094,53%,KMDA
2020-09-29,37861,85692,44%,KMDA
2020-09-28,47932,141790,34%,KMDA
2020-09-25,33104,69607,48%,KMDA
2020-09-24,21866,54046,40%,KMDA
2020-09-23,25629,57558,45%,KMDA
2020-09-22,37399,61718,61%,KMDA
2020-09-21,35286,66981,53%,KMDA
2020-10-02,16638,104052,16%,KMF
2020-10-01,30900,100186,31%,KMF
2020-09-30,225069,377614,60%,KMF
2020-09-29,98644,234606,42%,KMF
2020-09-28,30398,119608,25%,KMF
2020-09-25,30569,93445,33%,KMF
2020-09-24,80770,147530,55%,KMF
2020-09-23,111378,172097,65%,KMF
2020-09-22,45652,77686,59%,KMF
2020-09-21,84701,161668,52%,KMF
2020-10-02,2588064,5946161,44%,KMI
2020-10-01,3758718,6855964,55%,KMI
2020-09-30,4284582,9298632,46%,KMI
2020-09-29,1839813,4428559,42%,KMI
2020-09-28,2695487,5873167,46%,KMI
2020-09-25,2457127,6199451,40%,KMI
2020-09-24,2730682,7230221,38%,KMI
2020-09-23,2936090,7047531,42%,KMI
2020-09-22,2181844,5237315,42%,KMI
2020-09-21,2834755,5351453,53%,KMI
2020-10-02,18403,39403,47%,KMPR
2020-10-01,27319,46259,59%,KMPR
2020-09-30,26732,84738,32%,KMPR
2020-09-29,29208,47305,62%,KMPR
2020-09-28,20677,37668,55%,KMPR
2020-09-25,46609,113912,41%,KMPR
2020-09-24,19137,58804,33%,KMPR
2020-09-23,26098,62261,42%,KMPR
2020-09-22,22058,57472,38%,KMPR
2020-09-21,31958,94880,34%,KMPR
2020-10-02,168066,378910,44%,KMT
2020-10-01,109519,220962,50%,KMT
2020-09-30,87513,193468,45%,KMT
2020-09-29,30413,87270,35%,KMT
2020-09-28,92506,230699,40%,KMT
2020-09-25,82746,144262,57%,KMT
2020-09-24,84033,197200,43%,KMT
2020-09-23,53551,207855,26%,KMT
2020-09-22,108902,291369,37%,KMT
2020-09-21,125983,233855,54%,KMT
2020-10-02,385994,1288230,30%,KMX
2020-10-01,301301,858987,35%,KMX
2020-09-30,564169,1183496,48%,KMX
2020-09-29,407156,963416,42%,KMX
2020-09-28,272217,692419,39%,KMX
2020-09-25,619335,1690594,37%,KMX
2020-09-24,1826243,4200917,43%,KMX
2020-09-23,668463,1982819,34%,KMX
2020-09-22,296082,855387,35%,KMX
2020-09-21,189307,416660,45%,KMX
2020-10-02,67492,128915,52%,KN
2020-10-01,74641,171913,43%,KN
2020-09-30,153731,276268,56%,KN
2020-09-29,77172,161123,48%,KN
2020-09-28,100179,230154,44%,KN
2020-09-25,72115,170295,42%,KN
2020-09-24,48841,125032,39%,KN
2020-09-23,100888,217673,46%,KN
2020-09-22,168475,302072,56%,KN
2020-09-21,190500,431958,44%,KN
2020-10-02,731205,1329507,55%,KNDI
2020-10-01,567533,1091237,52%,KNDI
2020-09-30,1753945,2869504,61%,KNDI
2020-09-29,4174001,7160683,58%,KNDI
2020-09-28,1678306,3593056,47%,KNDI
2020-09-25,544509,885041,62%,KNDI
2020-09-24,418868,797281,53%,KNDI
2020-09-23,883554,1482751,60%,KNDI
2020-09-22,467017,824991,57%,KNDI
2020-09-21,390275,640225,61%,KNDI
2020-10-02,46934,300681,16%,KNL
2020-10-01,24778,67876,37%,KNL
2020-09-30,26518,72240,37%,KNL
2020-09-29,31759,53275,60%,KNL
2020-09-28,34528,64674,53%,KNL
2020-09-25,32816,69578,47%,KNL
2020-09-24,53546,99384,54%,KNL
2020-09-23,161517,348096,46%,KNL
2020-09-22,84438,165002,51%,KNL
2020-09-21,94747,186108,51%,KNL
2020-10-02,49138,71829,68%,KNOP
2020-10-01,44826,56038,80%,KNOP
2020-09-30,60394,94900,64%,KNOP
2020-09-29,21904,52447,42%,KNOP
2020-09-28,23523,45340,52%,KNOP
2020-09-25,41072,63357,65%,KNOP
2020-09-24,59270,92307,64%,KNOP
2020-09-23,35614,65662,54%,KNOP
2020-09-22,69515,104548,66%,KNOP
2020-09-21,39272,64153,61%,KNOP
2020-10-02,51666,123131,42%,KNSA
2020-10-01,120443,218926,55%,KNSA
2020-09-30,134127,180242,74%,KNSA
2020-09-29,176981,219861,80%,KNSA
2020-09-28,55770,95960,58%,KNSA
2020-09-25,37959,65628,58%,KNSA
2020-09-24,38301,73348,52%,KNSA
2020-09-23,36664,76616,48%,KNSA
2020-09-22,72063,122396,59%,KNSA
2020-09-21,97856,152620,64%,KNSA
2020-10-02,43490,72602,60%,KNSL
2020-10-01,43869,67177,65%,KNSL
2020-09-30,48010,62042,77%,KNSL
2020-09-29,30120,48178,63%,KNSL
2020-09-28,20174,29303,69%,KNSL
2020-09-25,16604,32780,51%,KNSL
2020-09-24,8896,25389,35%,KNSL
2020-09-23,22355,39577,56%,KNSL
2020-09-22,13179,28807,46%,KNSL
2020-09-21,53589,111112,48%,KNSL
2020-10-02,501292,1427902,35%,KNX
2020-10-01,185713,1285087,14%,KNX
2020-09-30,228434,992947,23%,KNX
2020-09-29,156593,665288,24%,KNX
2020-09-28,483984,730115,66%,KNX
2020-09-25,441058,800991,55%,KNX
2020-09-24,447063,1296000,34%,KNX
2020-09-23,326877,1648283,20%,KNX
2020-09-22,431896,1458553,30%,KNX
2020-09-21,412119,1161713,35%,KNX
2020-10-02,2833842,5186780,55%,KO
2020-10-01,4540617,7822444,58%,KO
2020-09-30,2447988,4321585,57%,KO
2020-09-29,2726725,5151977,53%,KO
2020-09-28,2100928,4828404,44%,KO
2020-09-25,2393752,5800550,41%,KO
2020-09-24,5230801,8177366,64%,KO
2020-09-23,3692178,6362533,58%,KO
2020-09-22,2784287,5311959,52%,KO
2020-09-21,3209981,6984773,46%,KO
2020-10-02,75050,110232,68%,KOD
2020-10-01,100262,142992,70%,KOD
2020-09-30,51995,87322,60%,KOD
2020-09-29,150845,196730,77%,KOD
2020-09-28,48731,79685,61%,KOD
2020-09-25,145419,218751,66%,KOD
2020-09-24,59348,93246,64%,KOD
2020-09-23,94996,129335,73%,KOD
2020-09-22,78479,114214,69%,KOD
2020-09-21,101980,194745,52%,KOD
2020-10-02,2685936,5133416,52%,KODK
2020-10-01,2572444,4447071,58%,KODK
2020-09-30,3623998,6322535,57%,KODK
2020-09-29,1848509,3579772,52%,KODK
2020-09-28,2806332,5144758,55%,KODK
2020-09-25,3748367,7103965,53%,KODK
2020-09-24,6896435,13121763,53%,KODK
2020-09-23,4578206,12506089,37%,KODK
2020-09-22,8617623,16114707,53%,KODK
2020-09-21,16754057,31375120,53%,KODK
2020-10-02,52780,65672,80%,KOF
2020-10-01,27494,48475,57%,KOF
2020-09-30,32261,58676,55%,KOF
2020-09-29,33684,49959,67%,KOF
2020-09-28,44049,67646,65%,KOF
2020-09-25,156824,196875,80%,KOF
2020-09-24,72864,129556,56%,KOF
2020-09-23,101684,134744,75%,KOF
2020-09-22,48013,99682,48%,KOF
2020-09-21,32737,54145,60%,KOF
2020-10-02,18826,61534,31%,KOP
2020-10-01,56081,95354,59%,KOP
2020-09-30,27077,47754,57%,KOP
2020-09-29,50690,96690,52%,KOP
2020-09-28,21838,43312,50%,KOP
2020-09-25,18819,38411,49%,KOP
2020-09-24,23310,59567,39%,KOP
2020-09-23,32952,78295,42%,KOP
2020-09-22,21935,52607,42%,KOP
2020-09-21,35771,67401,53%,KOP
2020-10-02,73638,133741,55%,KOPN
2020-10-01,101795,177285,57%,KOPN
2020-09-30,83267,167535,50%,KOPN
2020-09-29,109008,367704,30%,KOPN
2020-09-28,147979,322302,46%,KOPN
2020-09-25,80349,149414,54%,KOPN
2020-09-24,228055,347580,66%,KOPN
2020-09-23,175335,313296,56%,KOPN
2020-09-22,104223,209343,50%,KOPN
2020-09-21,204138,360142,57%,KOPN
2020-10-02,2979019,6154162,48%,KOS
2020-10-01,2150597,3927472,55%,KOS
2020-09-30,3167633,6401904,49%,KOS
2020-09-29,4197401,5888605,71%,KOS
2020-09-28,2841445,4309107,66%,KOS
2020-09-25,1980190,3565964,56%,KOS
2020-09-24,2701287,4258173,63%,KOS
2020-09-23,2064150,2966578,70%,KOS
2020-09-22,1001314,1832529,55%,KOS
2020-09-21,2126394,3999051,53%,KOS
2020-10-02,216369,494147,44%,KPTI
2020-10-01,119372,367485,32%,KPTI
2020-09-30,221200,622550,36%,KPTI
2020-09-29,166004,478193,35%,KPTI
2020-09-28,290429,569024,51%,KPTI
2020-09-25,461673,1340790,34%,KPTI
2020-09-24,211914,611299,35%,KPTI
2020-09-23,200885,650332,31%,KPTI
2020-09-22,111135,307884,36%,KPTI
2020-09-21,245129,505294,49%,KPTI
2020-10-02,1826812,2554798,72%,KR
2020-10-01,2967928,4111431,72%,KR
2020-09-30,3758533,5237383,72%,KR
2020-09-29,1828802,2708139,68%,KR
2020-09-28,1388501,2081941,67%,KR
2020-09-25,1172089,2534093,46%,KR
2020-09-24,1695808,2877486,59%,KR
2020-09-23,1866899,3019726,62%,KR
2020-09-22,1542762,2941843,52%,KR
2020-09-21,1950484,4181796,47%,KR
2020-10-02,53286,93309,57%,KRA
2020-10-01,66380,102575,65%,KRA
2020-09-30,75625,123058,61%,KRA
2020-09-29,87259,129872,67%,KRA
2020-09-28,55637,110597,50%,KRA
2020-09-25,49218,80870,61%,KRA
2020-09-24,50190,99575,50%,KRA
2020-09-23,79755,190100,42%,KRA
2020-09-22,61905,121959,51%,KRA
2020-09-21,114921,192825,60%,KRA
2020-10-02,72309,307801,23%,KRC
2020-10-01,80306,549107,15%,KRC
2020-09-30,86227,399331,22%,KRC
2020-09-29,105025,307949,34%,KRC
2020-09-28,117693,345666,34%,KRC
2020-09-25,134608,584576,23%,KRC
2020-09-24,154238,375399,41%,KRC
2020-09-23,350250,541863,65%,KRC
2020-09-22,218983,283755,77%,KRC
2020-09-21,291383,412081,71%,KRC
2020-10-02,52347,69038,76%,KREF
2020-10-01,41123,57100,72%,KREF
2020-09-30,34058,54531,62%,KREF
2020-09-29,47549,102086,47%,KREF
2020-09-28,96371,164738,58%,KREF
2020-09-25,34925,57042,61%,KREF
2020-09-24,51725,88929,58%,KREF
2020-09-23,57212,101805,56%,KREF
2020-09-22,56322,80405,70%,KREF
2020-09-21,154785,281116,55%,KREF
2020-10-02,37690,98201,38%,KRG
2020-10-01,66839,121557,55%,KRG
2020-09-30,78926,154200,51%,KRG
2020-09-29,68303,108496,63%,KRG
2020-09-28,91227,117413,78%,KRG
2020-09-25,72744,93710,78%,KRG
2020-09-24,58773,105136,56%,KRG
2020-09-23,120902,172005,70%,KRG
2020-09-22,104140,153389,68%,KRG
2020-09-21,158742,201875,79%,KRG
2020-10-02,5654,11146,51%,KRKR
2020-10-01,7849,10565,74%,KRKR
2020-09-30,6516,14797,44%,KRKR
2020-09-29,4319,18284,24%,KRKR
2020-09-28,1228,6592,19%,KRKR
2020-09-25,1547,20859,7%,KRKR
2020-09-24,6799,28686,24%,KRKR
2020-09-23,4264,19809,22%,KRKR
2020-09-22,8250,23129,36%,KRKR
2020-09-21,1950,4644,42%,KRKR
2020-10-02,52515,144099,36%,KRMD
2020-10-01,62322,118382,53%,KRMD
2020-09-30,29515,94436,31%,KRMD
2020-09-29,52906,113400,47%,KRMD
2020-09-28,39304,57815,68%,KRMD
2020-09-25,89255,122278,73%,KRMD
2020-09-24,113801,175385,65%,KRMD
2020-09-23,41701,70359,59%,KRMD
2020-09-22,37299,75053,50%,KRMD
2020-09-21,86238,161193,53%,KRMD
2020-10-02,30991,170549,18%,KRNT
2020-10-01,45165,139078,32%,KRNT
2020-09-30,72249,146616,49%,KRNT
2020-09-29,94561,233676,40%,KRNT
2020-09-28,43907,98298,45%,KRNT
2020-09-25,17602,45792,38%,KRNT
2020-09-24,27267,76530,36%,KRNT
2020-09-23,33218,104091,32%,KRNT
2020-09-22,38701,151487,26%,KRNT
2020-09-21,29188,119921,24%,KRNT
2020-10-02,25488,74989,34%,KRNY
2020-10-01,30660,76645,40%,KRNY
2020-09-30,35838,105658,34%,KRNY
2020-09-29,28014,51000,55%,KRNY
2020-09-28,61431,121069,51%,KRNY
2020-09-25,76000,147811,51%,KRNY
2020-09-24,40620,92198,44%,KRNY
2020-09-23,119154,242068,49%,KRNY
2020-09-22,75966,137897,55%,KRNY
2020-09-21,88300,134348,66%,KRNY
2020-10-02,24431,34152,72%,KRO
2020-10-01,40878,52836,77%,KRO
2020-09-30,108639,126188,86%,KRO
2020-09-29,89358,103783,86%,KRO
2020-09-28,30040,55557,54%,KRO
2020-09-25,42347,73881,57%,KRO
2020-09-24,55009,84380,65%,KRO
2020-09-23,62117,95298,65%,KRO
2020-09-22,32818,61490,53%,KRO
2020-09-21,77866,136166,57%,KRO
2020-10-02,27125,37335,73%,KROS
2020-10-01,19881,22280,89%,KROS
2020-09-30,9283,14626,63%,KROS
2020-09-29,9018,13772,65%,KROS
2020-09-28,11459,15857,72%,KROS
2020-09-25,6513,9679,67%,KROS
2020-09-24,9890,15300,65%,KROS
2020-09-23,7001,9856,71%,KROS
2020-09-22,22215,29324,76%,KROS
2020-09-21,48630,56487,86%,KROS
2020-10-02,55103,98008,56%,KRP
2020-10-01,87012,167801,52%,KRP
2020-09-30,31305,62201,50%,KRP
2020-09-29,26954,47343,57%,KRP
2020-09-28,32693,85098,38%,KRP
2020-09-25,47121,97468,48%,KRP
2020-09-24,8606,27545,31%,KRP
2020-09-23,21644,69829,31%,KRP
2020-09-22,34737,78022,45%,KRP
2020-09-21,73129,158538,46%,KRP
2020-10-02,35730,81535,44%,KRTX
2020-10-01,20648,50087,41%,KRTX
2020-09-30,35203,88901,40%,KRTX
2020-09-29,31581,68374,46%,KRTX
2020-09-28,31816,44729,71%,KRTX
2020-09-25,33714,42491,79%,KRTX
2020-09-24,19731,48714,41%,KRTX
2020-09-23,34038,59685,57%,KRTX
2020-09-22,38344,110713,35%,KRTX
2020-09-21,39842,76407,52%,KRTX
2020-10-02,19913,27939,71%,KRUS
2020-10-01,12602,17575,72%,KRUS
2020-09-30,3614,5971,61%,KRUS
2020-09-29,7633,9224,83%,KRUS
2020-09-28,4707,10260,46%,KRUS
2020-09-25,5173,11887,44%,KRUS
2020-09-24,6448,11875,54%,KRUS
2020-09-23,12978,23293,56%,KRUS
