Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
ABST,2020-12-30,Absolute Software Corporation,Technology,Software - Application,Canada,580.94M,-,11.91,0.51%,128918,-,-,5.40,-,-,-,-,-,-,-,-,48.78M,34.17M,0.43%,0.00%,55.89%,-,1.86%,6.49,97.65K,-2.62%,15.63%,4.84%,20.06%,91.48%,79.37%,4.23%,3.60%,-,1.32,2.10%,-,-,-,-,-,-,-,-,-,-,-,-,0.44,8.09%,7.26%,20.05%,-14.62%,143.06%,60.50,-0.08%,0.59%
ABT,2020-12-30,Abbott Laboratories,Healthcare,Medical Devices,USA,190.60B,57.68,108.44,0.10%,2328774,24.62,4.34,5.92,6.13,40.29,90.76,45.20%,23.94%,12.40%,13.28%,9.50%,1.77B,1.76B,0.20%,-6.79%,75.70%,0.43%,0.50%,1.81,4.90M,0.15%,0.20%,-0.36%,18.33%,24.84%,24.84%,1.44%,1.59%,1.90,0.48,1.66%,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,Oct 21/b,0.83,1.84,0.71%,-0.31%,9.88%,-5.82%,76.01%,51.46,-0.23%,0.33%
ABTX,2020-12-30,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,688.23M,16.01,33.77,0.78%,62557,14.05,-,2.91,0.92,1.93,18.60,4.50%,11.87%,14.40%,-,34.80%,20.44M,18.78M,0.70%,-14.52%,46.30%,-1.19%,1.63%,5.21,58.87K,3.53%,6.66%,44.50%,41.36%,-10.19%,-10.19%,2.95%,3.11%,3.00,1.06,1.18%,0.80%,6.00%,17.90%,-,-,0.35,0.35,-,80.80%,18.40%,Oct 29/b,1.19,1.13,-0.23%,7.68%,28.48%,-13.30%,61.73%,55.35,1.05%,-0.27%
ABUS,2020-12-30,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,330.56M,-,3.72,6.29%,2307098,-,-,54.19,-,2.79,-,-137.80%,15.30%,-9.90%,-,-16.70%,79.49M,60.90M,1.60%,-4.05%,31.10%,-6.11%,4.84%,0.99,2.97M,-7.92%,-17.88%,18.85%,103.28%,33.81%,33.81%,7.22%,11.10%,2.00,0.78,-,-76.20%,128.90%,203.20%,15.90,15.90,-,-,-,-,-,Nov 05/b,3.22,0.42,-8.49%,3.95%,39.97%,-58.76%,322.73%,46.79,4.49%,1.71%
AC,2020-12-30,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,801.09M,-,35.62,-1.22%,3040,-,-,33.94,0.93,16.94,-,169.10%,-,71.70%,-,8.30%,22.35M,3.26M,0.50%,7.96%,74.80%,-0.66%,1.58%,5.7,9.05K,1.68%,-6.88%,-1.41%,1.04%,-8.60%,-8.60%,2.32%,3.59%,-,0.34,0.56%,-11.00%,-12.60%,-3.10%,-,-,0.00,0.02,-,-38.00%,-,-,1.33,1.34,-1.92%,-0.75%,-1.48%,-45.26%,47.27%,47.55,-1.41%,0.19%
ACA,2020-12-30,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.65B,22.81,54.71,1.50%,165179,23.20,4.65,1.38,1.40,14.04,9.63,52.80%,-6.58%,-6.30%,4.90%,-2.50%,48.10M,47.98M,0.10%,0.00%,90.50%,0.78%,1.15%,2.17,254.30K,1.00%,5.43%,24.09%,33.11%,22.81%,22.81%,2.27%,2.56%,2.00,0.65,0.37%,4.60%,6.30%,6.30%,2.40,1.40,0.13,0.14,19.50%,8.60%,6.00%,Oct 28/a,-,1.57,1.03%,5.37%,24.68%,-4.45%,94.42%,54.97,0.98%,0.52%
ACAD,2020-12-30,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.55B,-,53.69,-0.17%,606893,-,-,20.40,12.97,13.26,-,17.50%,45.10%,-10.90%,25.00%,390.00%,158.13M,116.72M,0.38%,-6.81%,96.70%,-0.96%,6.02%,7.12,987.78K,-3.42%,-5.24%,30.16%,6.76%,25.50%,25.50%,3.27%,3.53%,1.60,0.61,-,-34.70%,-40.30%,-35.40%,7.90,7.90,0.00,0.00,95.10%,-65.80%,-63.90%,Nov 04/a,1.46,1.82,-0.59%,4.90%,15.88%,-8.57%,78.85%,51.31,-0.35%,0.19%
ACAM,2020-12-30,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,434.29M,516.36,11.36,2.90%,4443382,-,-,-,1.44,1085.73,-,-,-,-,-,-,38.20M,30.56M,-,-,90.80%,2.88%,0.99%,0.38,792.24K,9.13%,11.37%,10.94%,10.83%,15.33%,13.71%,4.90%,2.02%,-,5.61,-,0.30%,0.30%,-,7.40,7.40,0.00,0.00,-,-,-,-,-,0.25,8.85%,10.74%,11.79%,-3.24%,19.58%,81.71,2.34%,0.54%
ACB,2020-12-30,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.61B,40.65,8.78,4.52%,11984806,-,-,-,2.55,-,-,-,-,-,-,-,183.66M,160.14M,0.20%,0.00%,14.30%,-,22.82%,0.94,38.90M,-1.68%,-24.83%,88.82%,-28.44%,-66.13%,-66.13%,7.61%,8.99%,-,0.31,-,-,-,-,-,-,-,-,-,-,-,Nov 09/b,-,0.87,-10.28%,11.53%,-6.47%,-68.46%,136.66%,48.00,5.15%,-0.60%
ACBI,2020-12-30,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,328.97M,17.53,15.9,0.76%,56883,12.03,1.67,3.27,1.00,2.34,5.20,11.60%,38.00%,16.80%,10.50%,23.70%,21.50M,19.70M,0.60%,4.64%,87.30%,-2.29%,1.01%,2.25,88.70K,4.40%,13.25%,40.09%,39.35%,-13.35%,-13.35%,2.93%,3.44%,2.20,0.64,-,0.70%,5.90%,18.70%,-,-,0.22,0.22,-,83.50%,19.60%,Oct 22/a,0.90,0.57,3.12%,6.39%,29.28%,-21.33%,78.85%,57.42,-0.50%,1.27%
ACC,2020-12-30,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.66B,82.97,42.15,-0.05%,455812,141.92,4.71,6.33,1.84,127.48,72.47,-28.40%,-18.63%,1.50%,17.62%,5.10%,137.63M,136.69M,0.20%,-30.88%,-,2.68%,3.09%,4.15,1.02M,-3.33%,5.90%,20.70%,15.80%,-10.38%,-10.38%,2.95%,2.75%,2.40,0.45,4.46%,0.90%,2.20%,3.00%,-,-,1.14,1.14,51.80%,20.90%,7.90%,Oct 26/a,0.88,1.15,-1.08%,4.05%,19.55%,-14.01%,109.39%,50.78,-0.26%,0.21%
ACCD,2020-12-30,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.65B,-,45.94,-0.13%,664394,-,-,18.08,7.89,11.95,-,9.10%,60.20%,-,28.80%,-,55.04M,35.15M,1.30%,0.00%,45.90%,-,8.69%,8.34,366.16K,-14.96%,-11.50%,18.19%,-,-,54.68%,9.37%,10.29%,1.70,1.81,-,-37.60%,33.50%,20.50%,3.50,3.50,0.00,0.00,43.60%,-30.10%,-33.90%,Jan 07/a,-,4.64,-12.57%,1.38%,16.60%,-29.59%,60.18%,43.43,1.08%,-1.20%
ACCO,2020-12-30,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,784.40M,10.73,8.35,0.48%,274279,8.19,1.07,0.45,1.09,9.14,6.92,3.00%,55.02%,6.10%,10.00%,3.00%,94.50M,91.78M,0.40%,-38.66%,93.50%,-1.35%,4.50%,6.79,608.28K,-4.24%,9.01%,43.97%,27.68%,-10.79%,-10.79%,3.37%,3.56%,1.60,0.45,3.11%,2.80%,10.30%,8.80%,1.60,1.00,1.21,1.26,30.90%,8.00%,4.40%,Oct 27/a,2.29,0.32,-1.58%,12.43%,27.65%,-26.63%,137.89%,53.17,0.48%,0.00%
ACEL,2020-12-30,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,942.57M,-,10.19,1.19%,284979,17.18,-,1.78,12.28,5.69,-,-177.70%,129.84%,-,21.68%,-,78.32M,50.77M,5.50%,-3.34%,66.10%,26.81%,4.81%,6.36,383.86K,-4.68%,-2.39%,-4.86%,8.29%,-18.48%,-18.48%,5.14%,5.52%,2.20,0.74,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,Nov 05/b,1.28,0.56,0.27%,-1.89%,2.60%,-32.56%,95.21%,47.94,1.49%,-0.30%
ACET,2020-12-30,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,275.74M,-,14.09,3.15%,35201,-,-,22.06,0.63,2.55,-,-69.50%,-1.20%,-,29.10%,-,5.21M,3.26M,0.40%,0.00%,47.00%,282.46%,4.56%,2.52,59.04K,-3.49%,14.27%,18.50%,-2.29%,35.09%,35.09%,5.41%,8.19%,1.70,0.6,-,-36.20%,-68.50%,-,3.60,3.60,0.00,0.00,-,-,-,Nov 05/a,-,0.94,4.29%,10.76%,6.18%,-35.07%,134.05%,55.31,3.68%,-0.51%
ACEV,2020-12-30,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,234.60M,-,10.2,0.49%,69073,-,-,-,-,-,-,-,-,-,-,-,23.00M,-,-,-,35.71%,-,-,1.41,82.88K,-0.20%,3.55%,-,-,-,4.29%,3.00%,2.43%,-,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23,1.28%,3.34%,3.55%,-7.27%,6.25%,61.26,-0.39%,0.89%
ACGL,2020-12-30,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,14.54B,12.75,35.58,0.79%,1064065,12.74,2.41,1.86,1.23,14.89,5.19,124.20%,120.54%,14.10%,5.30%,11.20%,402.85M,394.15M,2.93%,0.00%,89.60%,0.63%,0.93%,1.78,2.06M,2.89%,10.51%,21.64%,26.39%,-17.04%,-17.04%,1.90%,2.73%,2.20,0.52,-,2.90%,10.40%,13.10%,-,-,0.26,0.26,-,17.90%,14.70%,Oct 27/a,0.79,0.91,3.99%,7.10%,18.12%,-26.37%,70.00%,60.52,1.37%,-0.57%
ACH,2020-12-30,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,8.55B,-,8.65,0.82%,30117,-,-,0.31,0.70,4.31,16.12,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.60%,2.82%,0.00%,0.21,76.46K,1.53%,-11.91%,66.35%,85.62%,-0.46%,-0.46%,1.05%,1.43%,-,0.39,-,0.00%,-0.10%,3.70%,0.70,0.50,1.10,1.85,5.80%,2.80%,0.00%,-,1.75,0.33,-3.50%,14.45%,42.96%,-13.07%,88.04%,52.51,0.12%,0.70%
