Date,PCRatio,VolumeCall,VolumePut,VolumeTotal
2020-01-28,2.87,623,1787,2410,1954,4088,6042
2020-01-29,9.9,231,2288,2519,2375,5758,8133
2020-01-30,6.94,293,2032,2325,2484,4704,7188
2020-01-31,2.78,861,2391,3252,2667,6364,9031
2020-02-03,5.37,298,1600,1898,2866,4078,6944
2020-02-04,2.49,546,1357,1903,3063,5558,8621
2020-02-05,2.45,762,1868,2630,3180,6594,9774
2020-02-06,1.07,517,554,1071,3291,5870,9161
2020-02-07,1.7,575,977,1552,3407,6297,9704
2020-02-10,1.61,237,381,618,3098,5593,8691
2020-02-11,2.16,226,488,714,3145,5630,8775
2020-02-12,5.74,255,1464,1719,3215,5861,9076
2020-02-13,3.19,101,322,423,3273,5804,9077
2020-02-14,0.68,879,600,1479,3351,5955,9306
2020-02-18,0.61,738,450,1188,3079,4588,7667
2020-02-19,0.5,384,191,575,3678,4743,8421
2020-02-20,1.0,838,836,1674,3936,4853,8789
2020-02-21,0.62,1031,641,1672,4129,5268,9397
2020-02-24,1.91,1128,2157,3285,2099,2865,4964
2020-02-25,1.05,637,672,1309,3043,4247,7290
2020-02-26,1.51,633,955,1588,3504,3919,7423
2020-02-27,0.78,995,773,1768,3902,4680,8582
2020-02-28,1.02,867,883,1750,4554,5067,9621
2020-03-02,1.0,2120,2127,4247,4302,3864,8166
2020-03-03,1.11,435,484,919,5851,5855,11706
2020-03-04,2.38,188,447,635,6066,6181,12247
2020-03-05,1.61,400,646,1046,6010,6442,12452
2020-03-06,0.62,860,529,1389,6194,6769,12963
2020-03-09,1.83,771,1411,2182,5742,6415,12157
2020-03-10,1.89,272,513,785,6425,7088,13513
2020-03-11,0.92,449,415,864,5973,7278,13251
2020-03-12,1.39,698,972,1670,6249,7429,13678
2020-03-13,1.59,419,667,1086,6569,7663,14232
2020-03-16,3.03,186,563,749,6180,7316,13496
2020-03-17,4.38,125,548,673,6338,6790,13128
2020-03-18,3.08,133,410,543,6411,6802,13213
2020-03-19,0.89,201,178,379,6490,6733,13223
2020-03-20,0.2,1029,210,1239,6665,6746,13411
2020-03-23,1.21,126,153,279,5498,5356,10854
2020-03-24,1.09,432,470,902,5590,5357,10947
2020-03-25,0.8,163,130,293,5955,5763,11718
2020-03-26,0.62,142,88,230,6028,5789,11817
2020-03-27,0.99,156,155,311,6018,5850,11868
2020-03-30,2.17,129,280,409,5677,5468,11145
2020-03-31,2.05,61,125,186,5736,5666,11402
2020-04-01,2.67,75,200,275,5746,5733,11479
2020-04-02,0.71,169,120,289,5662,5845,11507
2020-04-03,1.42,142,202,344,5754,5767,11521
2020-04-06,1.87,124,232,356,5312,5271,10583
2020-04-07,1.24,97,120,217,5323,5418,10741
2020-04-08,1.43,188,268,456,5355,5503,10858
2020-04-09,2.51,183,459,642,5424,5706,11130
2020-04-13,1.65,71,117,188,5277,5313,10590
2020-04-14,1.04,224,232,456,5319,5354,10673
2020-04-15,3.78,76,287,363,5356,5506,10862
2020-04-16,6.54,41,268,309,5378,5710,11088
2020-04-17,2.34,159,372,531,4950,5922,10872
2020-04-20,5.37,52,279,331,4195,4926,9121
2020-04-21,2.18,110,240,350,4209,5130,9339
2020-04-22,1.57,56,88,144,4277,5168,9445
2020-04-23,3.47,91,316,407,4311,5227,9538
2020-04-24,1.05,243,254,497,4352,5432,9784
2020-04-27,5.57,46,256,302,4258,4866,9124
2020-04-28,1.14,126,144,270,4288,5001,9289
2020-04-29,1.9,146,278,424,4331,4945,9276
2020-04-30,0.98,188,185,373,4353,5095,9448
2020-05-01,1.76,154,271,425,4328,5143,9471
2020-05-04,1.48,63,93,156,4262,5105,9367
2020-05-05,2.83,41,116,157,4314,5127,9441
2020-05-06,1.55,29,45,74,4328,5182,9510
2020-05-07,1.4,390,545,935,4343,5192,9535
2020-05-08,1.72,117,201,318,4073,5095,9168
2020-05-11,9.97,64,638,702,4043,4996,9039
2020-05-12,5.77,204,1177,1381,4066,5478,9544
2020-05-13,1.01,331,335,666,4120,5594,9714
2020-05-14,4.19,208,872,1080,4352,5779,10131
2020-05-15,5.86,148,867,1015,4393,6031,10424
2020-05-18,1.11,267,297,564,3517,4302,7819
2020-05-19,1.27,208,264,472,3652,4472,8124
2020-05-20,1.35,88,119,207,3764,4590,8354
2020-05-21,1.63,171,278,449,3838,4667,8505
2020-05-22,1.95,62,121,183,3965,4868,8833
2020-05-26,2.11,109,230,339,3940,4624,8564
2020-05-27,0.92,103,95,198,3971,4798,8769
2020-05-28,1.93,141,272,413,4051,4857,8908
2020-05-29,2.23,191,425,616,4093,5065,9158
2020-06-01,1.68,95,160,255,3995,4742,8737
2020-06-02,1.12,120,135,255,4058,4874,8932
2020-06-03,2.06,157,323,480,4146,4993,9139
2020-06-04,1.77,53,94,147,4204,4912,9116
2020-06-05,0.57,396,225,621,4243,4982,9225
2020-06-08,0.99,166,165,331,4165,4610,8775
2020-06-09,0.93,123,115,238,4192,4723,8915
2020-06-10,2.29,103,236,339,4223,4797,9020
2020-06-11,1.38,589,815,1404,3948,4903,8851
2020-06-12,1.24,1114,1379,2493,3907,5021,8928
2020-06-15,0.98,754,739,1493,3685,4766,8451
2020-06-16,1.38,128,176,304,3597,4787,8384
2020-06-17,1.1,724,795,1519,3610,4778,8388
2020-06-18,3.93,112,440,552,3140,4348,7488
2020-06-19,9.24,74,684,758,1972,4575,6547
2020-06-22,0.6,152,91,243,815,1498,2313
2020-06-23,1.02,160,163,323,941,1571,2512
2020-06-24,1.31,135,177,312,1062,1659,2721
2020-06-25,2.43,134,325,459,1164,1700,2864
2020-06-26,2.5,226,566,792,1219,1948,3167
2020-06-29,1.71,79,135,214,1265,1733,2998
2020-06-30,0.75,122,92,214,1306,1740,3046
2020-07-01,1.75,73,128,201,1385,1784,3169
2020-07-02,2.76,106,293,399,1412,1865,3277
2020-07-06,1.05,112,118,230,1313,1657,2970
2020-07-07,4.52,107,484,591,1320,1755,3075
2020-07-08,1.19,116,138,254,1363,2040,3403
2020-07-09,2.67,145,387,532,1407,2089,3496
2020-07-10,2.86,145,415,560,1469,2311,3780
2020-07-11,1.31,98,128,226,1351,2660,4011
2020-07-13,3.89,141,548,689,1376,2054,3430
2020-07-14,2.44,94,229,323,1403,2309,3712
2020-07-15,2.7,119,321,440,1435,2392,3827
2020-07-16,2.73,77,210,287,1410,2544,3954
2020-07-17,1.31,98,128,226,1351,2660,4011
2020-07-20,0.78,190,148,338,937,1492,2429
2020-07-21,0.65,175,113,288,1104,1588,2692
2020-07-22,2.59,61,158,219,1224,1682,2906
2020-07-23,1.09,145,158,303,1282,1784,3066
2020-07-24,1.61,275,444,719,1354,1884,3238
2020-07-27,1.59,69,110,179,1359,1693,3052
2020-07-28,2.14,102,218,320,1417,1769,3186
2020-07-29,1.55,58,90,148,1476,1886,3362
2020-07-30,1.79,168,301,469,1502,1954,3456
2020-07-31,1.44,268,386,654,1539,2131,3670
2020-08-03,0.86,309,265,574,1467,2043,3510
2020-08-04,0.88,151,133,284,1488,2210,3698
2020-08-05,0.85,173,147,320,1531,2304,3835
2020-08-06,0.87,181,158,339,1555,2345,3900
2020-08-07,0.15,1156,177,1333,1614,2476,4090
2020-08-10,2.84,43,122,165,1373,2183,3556
2020-08-11,1.33,131,174,305,1389,2230,3619
2020-08-12,2.25,53,119,172,1406,2318,3724
2020-08-13,9.56,25,239,264,1426,2403,3829
2020-08-14,0.57,270,154,424,1425,2499,3924
2020-08-17,2.44,43,105,148,1288,2345,3633
2020-08-18,1.41,98,138,236,1309,2417,3726
2020-08-19,1.61,115,185,300,1335,2514,3849
2020-08-20,2.47,59,146,205,1345,2640,3985
2020-08-24,1.96,105,206,311,702,1545,2247
2020-08-25,0.56,167,94,261,744,1679,2423
2020-08-26,1.05,205,216,421,896,1722,2618
2020-08-27,0.47,442,207,649,983,1873,2856
2020-08-28,5.75,56,322,378,1302,1995,3297
2020-08-31,2.12,120,255,375,1212,1946,3158
2020-09-01,3.26,43,140,183,1246,2143,3389
2020-09-02,1.23,189,233,422,1266,2231,3497
2020-09-03,5.03,151,760,911,1205,2400,3605
2020-09-04,1.44,229,330,559,1279,2589,3868
2020-09-08,4.29,98,420,518,1361,2355,3716
2020-09-09,0.74,111,82,193,1455,2568,4023
2020-09-10,0.59,233,138,371,1471,2610,4081
2020-09-11,0.83,253,211,464,1553,2512,4065
2020-09-14,10.17,35,356,391,1491,2452,3943
2020-09-15,1.79,58,104,162,1512,2717,4229
2020-09-16,1.52,71,108,179,1533,2748,4281
2020-09-17,2.17,192,416,608,1538,2780,4318
2020-09-18,0.73,307,224,531,1621,2703,4324
2020-09-21,1.31,260,341,601,978,1540,2518
2020-09-22,3.26,98,319,417,1156,1716,2872
2020-09-23,4.97,97,482,579,1206,1998,3204
2020-09-24,0.39,264,102,366,1269,2004,3273
